Team_ID	Game_ID	GAME_DATE	MATCHUP	WL	W	L	W_PCT	MIN	FGM	FGA	FG_PCT	FG3M	FG3A	FG3_PCT	FTM	FTA	FT_PCT	OREB	DREB	REB	AST	STL	BLK	TOV	PF	PTS	OFF_RATING	DEF_RATING	NET_RATING	AST_PCT	AST_TOV	AST_RATIO	OREB_PCT	DREB_PCT	REB_PCT	TM_TOV_PCT	EFG_PCT	TS_PCT	PACE	PIE
1610612737	0022001066	MAY 16, 2021	ATL vs. HOU	W	41	31	0.569	240	49	90	0.544	7	21	0.333	19	26	0.731	11	45	56	32	10	8	13	16	124	120.4	93.1	27.3	0.653	2.46	21.9	0.298	0.75	0.559	12.6	0.583	0.611	102.5	0.678
1610612737	0022001049	MAY 13, 2021	ATL vs. ORL	W	40	31	0.563	240	41	94	0.436	14	36	0.389	20	24	0.833	12	37	49	19	9	4	7	16	116	119.6	95.9	23.7	0.463	2.71	14.6	0.278	0.667	0.482	7.2	0.511	0.555	97.0	0.599
1610612737	0022001042	MAY 12, 2021	ATL vs. WAS	W	39	31	0.557	240	44	86	0.512	10	33	0.303	22	28	0.786	7	44	51	22	4	5	14	21	120	112.1	108.4	3.7	0.5	1.57	16.4	0.178	0.789	0.52	13.1	0.57	0.61	107.0	0.514
1610612737	0022001026	MAY 10, 2021	ATL vs. WAS	W	38	31	0.551	240	46	96	0.479	10	30	0.333	23	26	0.885	13	42	55	23	4	6	12	17	125	116.8	117.0	-0.2	0.5	1.92	16.1	0.308	0.843	0.573	11.2	0.531	0.582	106.5	0.501
1610612737	0022001000	MAY 06, 2021	ATL @ IND	L	37	31	0.544	240	48	94	0.511	15	37	0.405	15	18	0.833	10	24	34	27	8	6	12	17	126	123.5	129.1	-5.6	0.563	2.25	19.2	0.239	0.771	0.469	11.8	0.59	0.618	102.5	0.441
1610612737	0022000992	MAY 05, 2021	ATL vs. PHX	W	37	30	0.552	240	53	84	0.631	13	26	0.5	16	18	0.889	9	37	46	35	8	6	11	21	135	143.6	108.4	35.2	0.66	3.18	25.4	0.344	0.771	0.6	11.7	0.708	0.734	94.5	0.659
1610612737	0022000978	MAY 03, 2021	ATL vs. POR	W	36	30	0.545	240	44	84	0.524	20	41	0.488	15	18	0.833	5	44	49	32	6	3	11	18	123	124.2	115.2	9.1	0.727	2.91	23.7	0.175	0.8	0.537	11.1	0.643	0.669	99.0	0.566
1610612737	0022000959	MAY 01, 2021	ATL vs. CHI	W	35	30	0.538	240	37	74	0.5	14	36	0.389	20	26	0.769	6	38	44	19	11	5	14	21	108	112.5	101.0	11.5	0.514	1.27	15.9	0.175	0.796	0.517	15.6	0.595	0.632	96.0	0.565
1610612737	0022000949	APR 30, 2021	ATL @ PHI	L	34	30	0.531	240	36	82	0.439	10	28	0.357	22	28	0.786	12	34	46	19	3	8	16	23	104	104.0	124.8	-20.8	0.528	1.06	14.5	0.292	0.625	0.471	18.0	0.5	0.551	100.5	0.397
1610612737	0022000934	APR 28, 2021	ATL @ PHI	L	34	29	0.54	240	27	81	0.333	6	19	0.316	23	29	0.793	17	30	47	17	3	3	14	18	83	89.2	139.6	-50.3	0.63	1.13	13.5	0.375	0.696	0.52	16.1	0.37	0.443	92.0	0.27
1610612737	0022000916	APR 26, 2021	ATL @ DET	L	34	28	0.548	240	33	85	0.388	4	27	0.148	16	17	0.941	9	36	45	19	10	4	16	17	86	88.7	102.0	-13.4	0.576	1.19	14.9	0.231	0.826	0.51	16.5	0.412	0.465	97.5	0.417
1610612737	0022000913	APR 25, 2021	ATL vs. MIL	W	34	27	0.557	240	40	88	0.455	13	35	0.371	18	23	0.783	5	39	44	23	6	1	9	20	111	109.9	104.0	5.9	0.575	2.3	17.5	0.22	0.911	0.547	9.9	0.528	0.566	100.5	0.51
1610612737	0022000898	APR 23, 2021	ATL vs. MIA	W	33	27	0.55	240	43	80	0.538	15	35	0.429	17	19	0.895	8	30	38	24	12	2	14	17	118	128.3	110.8	17.5	0.558	1.71	19.0	0.289	0.78	0.544	15.2	0.631	0.668	92.5	0.563
