Team_ID	Game_ID	GAME_DATE	MATCHUP	WL	W	L	W_PCT	MIN	FGM	FGA	FG_PCT	FG3M	FG3A	FG3_PCT	FTM	FTA	FT_PCT	OREB	DREB	REB	AST	STL	BLK	TOV	PF	PTS
1610612737	0022101221	APR 10, 2022	ATL @ HOU	W	43	39	0.524	240	45	87	0.517	21	38	0.553	19	24	0.792	13	37	50	29	4	4	12	19	130
1610612737	0022101207	APR 08, 2022	ATL @ MIA	L	42	39	0.519	240	42	88	0.477	8	34	0.235	17	19	0.895	13	30	43	17	9	0	14	23	109
1610612737	0022101192	APR 06, 2022	ATL vs. WAS	W	42	38	0.525	240	43	92	0.467	16	39	0.41	16	19	0.842	7	32	39	26	11	1	6	13	118
1610612737	0022101182	APR 05, 2022	ATL @ TOR	L	41	38	0.519	240	43	94	0.457	14	37	0.378	8	12	0.667	10	33	43	31	5	4	7	22	108
1610612737	0022101163	APR 02, 2022	ATL vs. BKN	W	41	37	0.526	240	36	86	0.419	13	41	0.317	37	49	0.755	10	44	54	18	10	4	6	18	122
1610612737	0022100452	MAR 31, 2022	ATL vs. CLE	W	40	37	0.519	240	45	91	0.495	17	39	0.436	24	28	0.857	12	36	48	27	7	4	8	22	131
1610612737	0022101143	MAR 30, 2022	ATL @ OKC	W	39	37	0.513	240	49	91	0.538	18	39	0.462	20	22	0.909	6	37	43	28	10	4	12	19	136
1610612737	0022101124	MAR 28, 2022	ATL @ IND	W	38	37	0.507	240	47	86	0.547	17	35	0.486	21	26	0.808	13	27	40	32	11	4	13	19	132
1610612737	0022101102	MAR 25, 2022	ATL vs. GSW	W	37	37	0.5	240	46	89	0.517	14	37	0.378	15	19	0.789	12	32	44	27	11	4	11	18	121
1610612737	0022101085	MAR 23, 2022	ATL @ DET	L	36	37	0.493	240	37	92	0.402	14	44	0.318	13	15	0.867	9	31	40	21	8	3	14	17	101
1610612737	0022101081	MAR 22, 2022	ATL @ NYK	W	36	36	0.5	240	40	81	0.494	15	36	0.417	22	27	0.815	10	33	43	26	7	5	14	18	117
1610612737	0022101064	MAR 20, 2022	ATL vs. NOP	L	35	36	0.493	240	41	87	0.471	10	32	0.313	20	23	0.87	7	33	40	22	7	4	16	22	112
1610612737	0022101047	MAR 18, 2022	ATL vs. MEM	W	35	35	0.5	240	45	91	0.495	13	28	0.464	17	21	0.81	7	33	40	28	12	6	9	20	120
1610612737	0022101033	MAR 16, 2022	ATL @ CHA	L	34	35	0.493	240	40	93	0.43	13	37	0.351	13	14	0.929	12	31	43	28	6	2	12	23	106
1610612737	0022101021	MAR 14, 2022	ATL vs. POR	W	34	34	0.5	240	40	109	0.367	12	48	0.25	30	32	0.938	17	32	49	28	13	6	4	15	122
1610612737	0022101016	MAR 13, 2022	ATL vs. IND	W	33	34	0.493	240	46	84	0.548	17	38	0.447	22	24	0.917	9	27	36	27	9	3	11	21	131
1610612737	0022100996	MAR 11, 2022	ATL vs. LAC	W	32	34	0.485	240	43	90	0.478	9	31	0.29	17	19	0.895	15	32	47	28	5	3	10	19	112
1610612737	0022100984	MAR 09, 2022	ATL @ MIL	L	31	34	0.477	240	43	86	0.5	11	38	0.289	18	22	0.818	7	37	44	26	6	3	9	20	115
1610612737	0022100968	MAR 07, 2022	ATL @ DET	L	31	33	0.484	265	42	93	0.452	11	38	0.289	15	22	0.682	13	35	48	28	3	6	13	25	110
1610612737	0022100948	MAR 04, 2022	ATL @ WAS	W	31	32	0.492	240	38	91	0.418	13	36	0.361	28	34	0.824	13	26	39	18	6	5	4	16	117
1610612737	0022100710	MAR 03, 2022	ATL vs. CHI	W	30	32	0.484	240	44	84	0.524	18	40	0.45	24	28	0.857	8	25	33	26	7	3	5	15	130
1610612737	0022100927	MAR 01, 2022	ATL @ BOS	L	29	32	0.475	240	36	83	0.434	7	31	0.226	19	24	0.792	5	32	37	15	8	4	9	20	98
1610612737	0022100906	FEB 26, 2022	ATL vs. TOR	W	29	31	0.483	240	48	83	0.578	13	31	0.419	18	22	0.818	5	40	45	27	8	8	12	19	127
1610612737	0022100891	FEB 24, 2022	ATL @ CHI	L	28	31	0.475	240	41	97	0.423	8	28	0.286	18	27	0.667	13	32	45	20	2	3	9	18	108
1610612737	0022100874	FEB 16, 2022	ATL @ ORL	W	28	30	0.483	240	45	90	0.5	18	33	0.545	22	28	0.786	13	34	47	23	7	6	11	20	130
