hidden_layer_sizes	activation	solver	alpha	learning_rate	learning_rate_init	early_stopping	accuracy
256x2	tanh	adam	0.1	adaptive	0.0001	False	0.98166
256x2	tanh	lbfgs	0.1	adaptive	0.0001	False	0.98848
256x2	tanh	sgd	0.1	invscaling	0.1	False	0.97019
256x2	tanh	adam	0.1	invscaling	0.1	False	0.91543
256x2	tanh	lbfgs	0.1	invscaling	0.1	False	0.98393
256x2	tanh	sgd	0.1	invscaling	0.01	False	0.94493
256x2	tanh	adam	0.1	invscaling	0.01	False	0.98848
256x2	tanh	lbfgs	0.1	invscaling	0.01	False	0.98388
256x2	tanh	sgd	0.1	invscaling	0.001	False	0.74577
256x2	tanh	adam	0.1	invscaling	0.001	False	0.98621
256x2	tanh	lbfgs	0.1	invscaling	0.001	False	0.98621
256x2	tanh	sgd	0.1	invscaling	0.0001	False	0.56374
256x2	tanh	adam	0.1	invscaling	0.0001	False	0.98393
256x2	tanh	lbfgs	0.1	invscaling	0.0001	False	0.98399
256x3	tanh	sgd	0.1	adaptive	0.1	False	0.98848
256x3	tanh	adam	0.1	adaptive	0.1	False	0.9037
256x3	tanh	lbfgs	0.1	adaptive	0.1	False	0.98393
256x3	tanh	sgd	0.1	adaptive	0.01	False	0.97939
256x3	tanh	adam	0.1	adaptive	0.01	False	0.98166
256x3	tanh	lbfgs	0.1	adaptive	0.01	False	0.97939
256x3	tanh	sgd	0.1	adaptive	0.001	False	0.97479
256x3	tanh	adam	0.1	adaptive	0.001	False	0.98621
256x3	tanh	lbfgs	0.1	adaptive	0.001	False	0.97479
256x3	tanh	sgd	0.1	adaptive	0.0001	False	0.97014
256x3	tanh	adam	0.1	adaptive	0.0001	False	0.97939
256x3	tanh	lbfgs	0.1	adaptive	0.0001	False	0.97939
256x3	tanh	sgd	0.1	invscaling	0.1	False	0.97019
256x3	tanh	adam	0.1	invscaling	0.1	False	0.91258
256x3	tanh	lbfgs	0.1	invscaling	0.1	False	0.98388
256x3	tanh	sgd	0.1	invscaling	0.01	False	0.95634
256x3	tanh	adam	0.1	invscaling	0.01	False	0.98166
256x3	tanh	lbfgs	0.1	invscaling	0.01	False	0.98166
256x3	tanh	sgd	0.1	invscaling	0.001	False	0.83478
256x3	tanh	adam	0.1	invscaling	0.001	False	0.98621
256x3	tanh	lbfgs	0.1	invscaling	0.001	False	0.97484
256x3	tanh	sgd	0.1	invscaling	0.0001	False	0.56649
256x3	tanh	adam	0.1	invscaling	0.0001	False	0.98621
256x3	tanh	lbfgs	0.1	invscaling	0.0001	False	0.97933
321x1	tanh	sgd	0.1	adaptive	0.1	False	0.98166
321x1	tanh	adam	0.1	adaptive	0.1	False	0.96797
321x1	tanh	lbfgs	0.1	adaptive	0.1	False	0.98848
321x1	tanh	sgd	0.1	adaptive	0.01	False	0.97939
321x1	tanh	adam	0.1	adaptive	0.01	False	0.98848
321x1	tanh	lbfgs	0.1	adaptive	0.01	False	0.98393
321x1	tanh	sgd	0.1	adaptive	0.001	False	0.97706
321x1	tanh	adam	0.1	adaptive	0.001	False	0.98166
321x1	tanh	lbfgs	0.1	adaptive	0.001	False	0.98621
321x1	tanh	sgd	0.1	adaptive	0.0001	False	0.95418
321x1	tanh	adam	0.1	adaptive	0.0001	False	0.96564
321x1	tanh	lbfgs	0.1	adaptive	0.0001	False	0.98621
321x1	tanh	sgd	0.1	invscaling	0.1	False	0.97019
321x1	tanh	adam	0.1	invscaling	0.1	False	0.95872
321x1	tanh	lbfgs	0.1	invscaling	0.1	False	0.97933
321x1	tanh	sgd	0.1	invscaling	0.01	False	0.9333
321x1	tanh	adam	0.1	invscaling	0.01	False	0.98621
321x1	tanh	lbfgs	0.1	invscaling	0.01	False	0.98388
321x1	tanh	sgd	0.1	invscaling	0.001	False	0.6565
321x1	tanh	adam	0.1	invscaling	0.001	False	0.98166
321x1	tanh	lbfgs	0.1	invscaling	0.001	False	0.98161
321x1	tanh	sgd	0.1	invscaling	0.0001	False	0.62193
321x1	tanh	adam	0.1	invscaling	0.0001	False	0.97024
321x1	tanh	lbfgs	0.1	invscaling	0.0001	False	0.98615
321x2	tanh	sgd	0.1	adaptive	0.1	False	0.98621
321x2	tanh	adam	0.1	adaptive	0.1	False	0.94746
321x2	tanh	lbfgs	0.1	adaptive	0.1	False	0.98388
321x2	tanh	sgd	0.1	adaptive	0.01	False	0.98166
321x2	tanh	adam	0.1	adaptive	0.01	False	0.98848
321x2	tanh	lbfgs	0.1	adaptive	0.01	False	0.98393
321x2	tanh	sgd	0.1	adaptive	0.001	False	0.97252
321x2	tanh	adam	0.1	adaptive	0.001	False	0.98848
321x2	tanh	lbfgs	0.1	adaptive	0.001	False	0.98166
321x2	tanh	sgd	0.1	adaptive	0.0001	False	0.96781
321x2	tanh	adam	0.1	adaptive	0.0001	False	0.98166
321x2	tanh	lbfgs	0.1	adaptive	0.0001	False	0.98621
321x2	tanh	sgd	0.1	invscaling	0.1	False	0.97246
321x2	tanh	adam	0.1	invscaling	0.1	False	0.93335
321x2	tanh	lbfgs	0.1	invscaling	0.1	False	0.98615
321x2	tanh	sgd	0.1	invscaling	0.01	False	0.93821
321x2	tanh	adam	0.1	invscaling	0.01	False	0.98848
321x2	tanh	lbfgs	0.1	invscaling	0.01	False	0.98615
321x2	tanh	sgd	0.1	invscaling	0.001	False	0.80708
321x2	tanh	adam	0.1	invscaling	0.001	False	0.98621
321x2	tanh	lbfgs	0.1	invscaling	0.001	False	0.97706
321x2	tanh	sgd	0.1	invscaling	0.0001	False	0.59212
321x2	tanh	adam	0.1	invscaling	0.0001	False	0.97939
321x2	tanh	lbfgs	0.1	invscaling	0.0001	False	0.98621
321x3	tanh	sgd	0.1	adaptive	0.1	False	0.98621
321x3	tanh	adam	0.1	adaptive	0.1	False	0.90825
321x3	tanh	lbfgs	0.1	adaptive	0.1	False	0.97711
321x3	tanh	sgd	0.1	adaptive	0.01	False	0.98166
321x3	tanh	adam	0.1	adaptive	0.01	False	0.97711
321x3	tanh	lbfgs	0.1	adaptive	0.01	False	0.98166
321x3	tanh	sgd	0.1	adaptive	0.001	False	0.97252
321x3	tanh	adam	0.1	adaptive	0.001	False	0.98621
321x3	tanh	lbfgs	0.1	adaptive	0.001	False	0.98171
321x3	tanh	sgd	0.1	adaptive	0.0001	False	0.96559
321x3	tanh	adam	0.1	adaptive	0.0001	False	0.98621
321x3	tanh	lbfgs	0.1	adaptive	0.0001	False	0.98166
321x3	tanh	sgd	0.1	invscaling	0.1	False	0.97024
321x3	tanh	adam	0.1	invscaling	0.1	False	0.86871
321x3	tanh	lbfgs	0.1	invscaling	0.1	False	0.97479
321x3	tanh	sgd	0.1	invscaling	0.01	False	0.96089
321x3	tanh	adam	0.1	invscaling	0.01	False	0.97939
321x3	tanh	lbfgs	0.1	invscaling	0.01	False	0.98621
321x3	tanh	sgd	0.1	invscaling	0.001	False	0.83742
321x3	tanh	adam	0.1	invscaling	0.001	False	0.98621
321x3	tanh	lbfgs	0.1	invscaling	0.001	False	0.98166
321x3	tanh	sgd	0.1	invscaling	0.0001	False	0.53631
321x3	tanh	adam	0.1	invscaling	0.0001	False	0.98621
321x3	tanh	lbfgs	0.1	invscaling	0.0001	False	0.98166
512x1	tanh	sgd	0.1	adaptive	0.1	False	0.97939
512x1	tanh	adam	0.1	adaptive	0.1	False	0.9564
512x1	tanh	lbfgs	0.1	adaptive	0.1	False	0.98166
512x1	tanh	sgd	0.1	adaptive	0.01	False	0.97711
512x1	tanh	adam	0.1	adaptive	0.01	False	0.98848
512x1	tanh	lbfgs	0.1	adaptive	0.01	False	0.98166
512x1	tanh	sgd	0.1	adaptive	0.001	False	0.97246
512x1	tanh	adam	0.1	adaptive	0.001	False	0.98166
512x1	tanh	lbfgs	0.1	adaptive	0.001	False	0.98393
512x1	tanh	sgd	0.1	adaptive	0.0001	False	0.96327
512x1	tanh	adam	0.1	adaptive	0.0001	False	0.97257
512x1	tanh	lbfgs	0.1	adaptive	0.0001	False	0.98621
512x1	tanh	sgd	0.1	invscaling	0.1	False	0.96321
512x1	tanh	adam	0.1	invscaling	0.1	False	0.96786
512x1	tanh	lbfgs	0.1	invscaling	0.1	False	0.98621
512x1	tanh	sgd	0.1	invscaling	0.01	False	0.94022
512x1	tanh	adam	0.1	invscaling	0.01	False	0.98848
512x1	tanh	lbfgs	0.1	invscaling	0.01	False	0.98166
512x1	tanh	sgd	0.1	invscaling	0.001	False	0.76358
512x1	tanh	adam	0.1	invscaling	0.001	False	0.97939
512x1	tanh	lbfgs	0.1	invscaling	0.001	False	0.98848
512x1	tanh	sgd	0.1	invscaling	0.0001	False	0.48457
512x1	tanh	adam	0.1	invscaling	0.0001	False	0.96792
512x1	tanh	lbfgs	0.1	invscaling	0.0001	False	0.98848
512x2	tanh	sgd	0.1	adaptive	0.1	False	0.98393
512x2	tanh	adam	0.1	adaptive	0.1	False	0.88573
512x2	tanh	lbfgs	0.1	adaptive	0.1	False	0.98161
512x2	tanh	sgd	0.1	adaptive	0.01	False	0.98166
512x2	tanh	adam	0.1	adaptive	0.01	False	0.98166
512x2	tanh	lbfgs	0.1	adaptive	0.01	False	0.98166
512x2	tanh	sgd	0.1	adaptive	0.001	False	0.97479
512x2	tanh	adam	0.1	adaptive	0.001	False	0.98621
512x2	tanh	lbfgs	0.1	adaptive	0.001	False	0.98848
512x2	tanh	sgd	0.1	adaptive	0.0001	False	0.96099
512x2	tanh	adam	0.1	adaptive	0.0001	False	0.98166
512x2	tanh	lbfgs	0.1	adaptive	0.0001	False	0.98393
512x2	tanh	sgd	0.1	invscaling	0.1	False	0.97019
512x2	tanh	adam	0.1	invscaling	0.1	False	0.92653
512x2	tanh	lbfgs	0.1	invscaling	0.1	False	0.98848
512x2	tanh	sgd	0.1	invscaling	0.01	False	0.9472
512x2	tanh	adam	0.1	invscaling	0.01	False	0.98621
512x2	tanh	lbfgs	0.1	invscaling	0.01	False	0.97939
512x2	tanh	sgd	0.1	invscaling	0.001	False	0.90603
512x2	tanh	adam	0.1	invscaling	0.001	False	0.98621
512x2	tanh	lbfgs	0.1	invscaling	0.001	False	0.98393
512x2	tanh	sgd	0.1	invscaling	0.0001	False	0.54989
512x2	tanh	adam	0.1	invscaling	0.0001	False	0.97711
512x2	tanh	lbfgs	0.1	invscaling	0.0001	False	0.97711
512x3	tanh	sgd	0.1	adaptive	0.1	False	0.98393
512x3	tanh	adam	0.1	adaptive	0.1	False	0.8945
512x3	tanh	lbfgs	0.1	adaptive	0.1	False	0.97479
512x3	tanh	sgd	0.1	adaptive	0.01	False	0.98393
512x3	tanh	adam	0.1	adaptive	0.01	False	0.97711
512x3	tanh	lbfgs	0.1	adaptive	0.01	False	0.97257
512x3	tanh	sgd	0.1	adaptive	0.001	False	0.97252
512x3	tanh	adam	0.1	adaptive	0.001	False	0.98621
512x3	tanh	lbfgs	0.1	adaptive	0.001	False	0.98166
512x3	tanh	sgd	0.1	adaptive	0.0001	False	0.97241
512x3	tanh	adam	0.1	adaptive	0.0001	False	0.98393
512x3	tanh	lbfgs	0.1	adaptive	0.0001	False	0.97484
512x3	tanh	sgd	0.1	invscaling	0.1	False	0.96792
512x3	tanh	adam	0.1	invscaling	0.1	False	0.91739
512x3	tanh	lbfgs	0.1	invscaling	0.1	False	0.97711
512x3	tanh	sgd	0.1	invscaling	0.01	False	0.95412
512x3	tanh	adam	0.1	invscaling	0.01	False	0.96348
512x3	tanh	lbfgs	0.1	invscaling	0.01	False	0.97939
512x3	tanh	sgd	0.1	invscaling	0.001	False	0.89419
512x3	tanh	adam	0.1	invscaling	0.001	False	0.98393
512x3	tanh	lbfgs	0.1	invscaling	0.001	False	0.97711
512x3	tanh	sgd	0.1	invscaling	0.0001	False	0.57151
512x3	tanh	adam	0.1	invscaling	0.0001	False	0.98621
512x3	tanh	lbfgs	0.1	invscaling	0.0001	False	0.97257
64x1	tanh	sgd	1.0	adaptive	0.1	True	0.94947
64x1	tanh	adam	1.0	adaptive	0.1	True	0.96105
64x1	tanh	lbfgs	1.0	adaptive	0.1	True	0.98848
64x1	tanh	sgd	1.0	adaptive	0.01	True	0.92172
64x1	tanh	adam	1.0	adaptive	0.01	True	0.95402
64x1	tanh	lbfgs	1.0	adaptive	0.01	True	0.98848
64x1	tanh	sgd	1.0	adaptive	0.001	True	0.89181
64x1	tanh	adam	1.0	adaptive	0.001	True	0.92881
64x1	tanh	lbfgs	1.0	adaptive	0.001	True	0.98848
64x1	tanh	sgd	1.0	adaptive	0.0001	True	0.58742
64x1	tanh	adam	1.0	adaptive	0.0001	True	0.67468
64x1	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98621
64x1	tanh	sgd	1.0	invscaling	0.1	True	0.91971
64x1	tanh	adam	1.0	invscaling	0.1	True	0.95872
64x1	tanh	lbfgs	1.0	invscaling	0.1	True	0.98848
64x1	tanh	sgd	1.0	invscaling	0.01	True	0.77997
64x1	tanh	adam	1.0	invscaling	0.01	True	0.95201
64x1	tanh	lbfgs	1.0	invscaling	0.01	True	0.98848
64x1	tanh	sgd	1.0	invscaling	0.001	True	0.56448
64x1	tanh	adam	1.0	invscaling	0.001	True	0.93097
64x1	tanh	lbfgs	1.0	invscaling	0.001	True	0.98848
64x1	tanh	sgd	1.0	invscaling	0.0001	True	0.50079
64x1	tanh	adam	1.0	invscaling	0.0001	True	0.66295
64x1	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98848
64x2	tanh	sgd	1.0	adaptive	0.1	True	0.94725
64x2	tanh	adam	1.0	adaptive	0.1	True	0.95412
64x2	tanh	lbfgs	1.0	adaptive	0.1	True	0.98621
64x2	tanh	sgd	1.0	adaptive	0.01	True	0.938
64x2	tanh	adam	1.0	adaptive	0.01	True	0.95412
64x2	tanh	lbfgs	1.0	adaptive	0.01	True	0.98393
64x2	tanh	sgd	1.0	adaptive	0.001	True	0.89218
64x2	tanh	adam	1.0	adaptive	0.001	True	0.93774
64x2	tanh	lbfgs	1.0	adaptive	0.001	True	0.98848
64x2	tanh	sgd	1.0	adaptive	0.0001	True	0.53864
64x2	tanh	adam	1.0	adaptive	0.0001	True	0.77162
64x2	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98621
64x2	tanh	sgd	1.0	invscaling	0.1	True	0.94498
64x2	tanh	adam	1.0	invscaling	0.1	True	0.96786
64x2	tanh	lbfgs	1.0	invscaling	0.1	True	0.98621
64x2	tanh	sgd	1.0	invscaling	0.01	True	0.82812
64x2	tanh	adam	1.0	invscaling	0.01	True	0.96105
64x2	tanh	lbfgs	1.0	invscaling	0.01	True	0.98621
64x2	tanh	sgd	1.0	invscaling	0.001	True	0.51216
64x2	tanh	adam	1.0	invscaling	0.001	True	0.93584
64x2	tanh	lbfgs	1.0	invscaling	0.001	True	0.98621
64x2	tanh	sgd	1.0	invscaling	0.0001	True	0.55037
64x2	tanh	adam	1.0	invscaling	0.0001	True	0.81607
64x2	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98848
64x3	tanh	sgd	1.0	adaptive	0.1	True	0.96115
64x3	tanh	adam	1.0	adaptive	0.1	True	0.94022
64x3	tanh	lbfgs	1.0	adaptive	0.1	True	0.98393
64x3	tanh	sgd	1.0	adaptive	0.01	True	0.93351
64x3	tanh	adam	1.0	adaptive	0.01	True	0.94709
64x3	tanh	lbfgs	1.0	adaptive	0.01	True	0.98388
64x3	tanh	sgd	1.0	adaptive	0.001	True	0.90608
64x3	tanh	adam	1.0	adaptive	0.001	True	0.94709
64x3	tanh	lbfgs	1.0	adaptive	0.001	True	0.98388
64x3	tanh	sgd	1.0	adaptive	0.0001	True	0.53235
64x3	tanh	adam	1.0	adaptive	0.0001	True	0.87865
64x3	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98161
64x3	tanh	sgd	1.0	invscaling	0.1	True	0.94027
64x3	tanh	adam	1.0	invscaling	0.1	True	0.94265
64x3	tanh	lbfgs	1.0	invscaling	0.1	True	0.98388
64x3	tanh	sgd	1.0	invscaling	0.01	True	0.85074
64x3	tanh	adam	1.0	invscaling	0.01	True	0.95655
64x3	tanh	lbfgs	1.0	invscaling	0.01	True	0.98621
64x3	tanh	sgd	1.0	invscaling	0.001	True	0.54392
64x3	tanh	adam	1.0	invscaling	0.001	True	0.95645
64x3	tanh	lbfgs	1.0	invscaling	0.001	True	0.98393
64x3	tanh	sgd	1.0	invscaling	0.0001	True	0.5
64x3	tanh	adam	1.0	invscaling	0.0001	True	0.84672
64x3	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98388
128x1	tanh	sgd	1.0	adaptive	0.1	True	0.96786
128x1	tanh	adam	1.0	adaptive	0.1	True	0.96549
128x1	tanh	lbfgs	1.0	adaptive	0.1	True	0.98848
128x1	tanh	sgd	1.0	adaptive	0.01	True	0.93562
128x1	tanh	adam	1.0	adaptive	0.01	True	0.95634
128x1	tanh	lbfgs	1.0	adaptive	0.01	True	0.98848
128x1	tanh	sgd	1.0	adaptive	0.001	True	0.92426
128x1	tanh	adam	1.0	adaptive	0.001	True	0.91527
128x1	tanh	lbfgs	1.0	adaptive	0.001	True	0.98848
128x1	tanh	sgd	1.0	adaptive	0.0001	True	0.60344
128x1	tanh	adam	1.0	adaptive	0.0001	True	0.78842
128x1	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98848
128x1	tanh	sgd	1.0	invscaling	0.1	True	0.94022
128x1	tanh	adam	1.0	invscaling	0.1	True	0.95877
128x1	tanh	lbfgs	1.0	invscaling	0.1	True	0.98848
128x1	tanh	sgd	1.0	invscaling	0.01	True	0.86242
128x1	tanh	adam	1.0	invscaling	0.01	True	0.94937
128x1	tanh	lbfgs	1.0	invscaling	0.01	True	0.98393
128x1	tanh	sgd	1.0	invscaling	0.001	True	0.57553
128x1	tanh	adam	1.0	invscaling	0.001	True	0.94265
128x1	tanh	lbfgs	1.0	invscaling	0.001	True	0.98848
128x1	tanh	sgd	1.0	invscaling	0.0001	True	0.53214
128x1	tanh	adam	1.0	invscaling	0.0001	True	0.82817
128x1	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98848
128x2	tanh	sgd	1.0	adaptive	0.1	True	0.95851
128x2	tanh	adam	1.0	adaptive	0.1	True	0.9564
128x2	tanh	lbfgs	1.0	adaptive	0.1	True	0.98621
128x2	tanh	sgd	1.0	adaptive	0.01	True	0.95634
128x2	tanh	adam	1.0	adaptive	0.01	True	0.96559
128x2	tanh	lbfgs	1.0	adaptive	0.01	True	0.98621
128x2	tanh	sgd	1.0	adaptive	0.001	True	0.92209
128x2	tanh	adam	1.0	adaptive	0.001	True	0.96549
128x2	tanh	lbfgs	1.0	adaptive	0.001	True	0.98621
128x2	tanh	sgd	1.0	adaptive	0.0001	True	0.68996
128x2	tanh	adam	1.0	adaptive	0.0001	True	0.90566
128x2	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98621
128x2	tanh	sgd	1.0	invscaling	0.1	True	0.93811
128x2	tanh	adam	1.0	invscaling	0.1	True	0.95412
128x2	tanh	lbfgs	1.0	invscaling	0.1	True	0.98848
128x2	tanh	sgd	1.0	invscaling	0.01	True	0.85328
128x2	tanh	adam	1.0	invscaling	0.01	True	0.97706
128x2	tanh	lbfgs	1.0	invscaling	0.01	True	0.98848
128x2	tanh	sgd	1.0	invscaling	0.001	True	0.6083
128x2	tanh	adam	1.0	invscaling	0.001	True	0.95629
128x2	tanh	lbfgs	1.0	invscaling	0.001	True	0.98848
128x2	tanh	sgd	1.0	invscaling	0.0001	True	0.42357
128x2	tanh	adam	1.0	invscaling	0.0001	True	0.87215
128x2	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98621
128x3	tanh	sgd	1.0	adaptive	0.1	True	0.95867
128x3	tanh	adam	1.0	adaptive	0.1	True	0.91734
128x3	tanh	lbfgs	1.0	adaptive	0.1	True	0.98621
128x3	tanh	sgd	1.0	adaptive	0.01	True	0.95862
128x3	tanh	adam	1.0	adaptive	0.01	True	0.96332
128x3	tanh	lbfgs	1.0	adaptive	0.01	True	0.98161
128x3	tanh	sgd	1.0	adaptive	0.001	True	0.92415
128x3	tanh	adam	1.0	adaptive	0.001	True	0.94498
128x3	tanh	lbfgs	1.0	adaptive	0.001	True	0.98393
128x3	tanh	sgd	1.0	adaptive	0.0001	True	0.75909
128x3	tanh	adam	1.0	adaptive	0.0001	True	0.92199
128x3	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98853
128x3	tanh	sgd	1.0	invscaling	0.1	True	0.92886
128x3	tanh	adam	1.0	invscaling	0.1	True	0.93108
128x3	tanh	lbfgs	1.0	invscaling	0.1	True	0.98621
128x3	tanh	sgd	1.0	invscaling	0.01	True	0.89905
128x3	tanh	adam	1.0	invscaling	0.01	True	0.97479
128x3	tanh	lbfgs	1.0	invscaling	0.01	True	0.98621
128x3	tanh	sgd	1.0	invscaling	0.001	True	0.53975
128x3	tanh	adam	1.0	invscaling	0.001	True	0.93118
128x3	tanh	lbfgs	1.0	invscaling	0.001	True	0.98388
128x3	tanh	sgd	1.0	invscaling	0.0001	True	0.50254
128x3	tanh	adam	1.0	invscaling	0.0001	True	0.90116
128x3	tanh	lbfgs	1.0	invscaling	0.0001	True	0.9908
256x1	tanh	sgd	1.0	adaptive	0.1	True	0.95169
256x1	tanh	adam	1.0	adaptive	0.1	True	0.96554
256x1	tanh	lbfgs	1.0	adaptive	0.1	True	0.98848
256x1	tanh	sgd	1.0	adaptive	0.01	True	0.96094
256x1	tanh	adam	1.0	adaptive	0.01	True	0.96089
256x1	tanh	lbfgs	1.0	adaptive	0.01	True	0.98848
256x1	tanh	sgd	1.0	adaptive	0.001	True	0.93118
256x1	tanh	adam	1.0	adaptive	0.001	True	0.95418
256x1	tanh	lbfgs	1.0	adaptive	0.001	True	0.98848
256x1	tanh	sgd	1.0	adaptive	0.0001	True	0.69313
256x1	tanh	adam	1.0	adaptive	0.0001	True	0.83679
256x1	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98848
256x1	tanh	sgd	1.0	invscaling	0.1	True	0.94271
256x1	tanh	adam	1.0	invscaling	0.1	True	0.93589
256x1	tanh	lbfgs	1.0	invscaling	0.1	True	0.98848
256x1	tanh	sgd	1.0	invscaling	0.01	True	0.87326
256x1	tanh	adam	1.0	invscaling	0.01	True	0.95862
256x1	tanh	lbfgs	1.0	invscaling	0.01	True	0.98848
256x1	tanh	sgd	1.0	invscaling	0.001	True	0.5805
256x1	tanh	adam	1.0	invscaling	0.001	True	0.94249
256x1	tanh	lbfgs	1.0	invscaling	0.001	True	0.98621
256x1	tanh	sgd	1.0	invscaling	0.0001	True	0.45888
256x1	tanh	adam	1.0	invscaling	0.0001	True	0.86934
256x1	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98848
256x2	tanh	sgd	1.0	adaptive	0.1	True	0.96327
256x2	tanh	adam	1.0	adaptive	0.1	True	0.94265
256x2	tanh	lbfgs	1.0	adaptive	0.1	True	0.98621
256x2	tanh	sgd	1.0	adaptive	0.01	True	0.95867
256x2	tanh	adam	1.0	adaptive	0.01	True	0.96099
256x2	tanh	lbfgs	1.0	adaptive	0.01	True	0.98848
256x2	tanh	sgd	1.0	adaptive	0.001	True	0.92896
256x2	tanh	adam	1.0	adaptive	0.001	True	0.94952
256x2	tanh	lbfgs	1.0	adaptive	0.001	True	0.98621
256x2	tanh	sgd	1.0	adaptive	0.0001	True	0.81179
256x2	tanh	adam	1.0	adaptive	0.0001	True	0.87833
256x2	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98848
256x2	tanh	sgd	1.0	invscaling	0.1	True	0.94265
256x2	tanh	adam	1.0	invscaling	0.1	True	0.94493
256x2	tanh	lbfgs	1.0	invscaling	0.1	True	0.98848
256x2	tanh	sgd	1.0	invscaling	0.01	True	0.91041
256x2	tanh	adam	1.0	invscaling	0.01	True	0.95185
256x2	tanh	lbfgs	1.0	invscaling	0.01	True	0.98848
256x2	tanh	sgd	1.0	invscaling	0.001	True	0.60344
256x2	tanh	adam	1.0	invscaling	0.001	True	0.96554
256x2	tanh	lbfgs	1.0	invscaling	0.001	True	0.98393
256x2	tanh	sgd	1.0	invscaling	0.0001	True	0.44059
256x2	tanh	adam	1.0	invscaling	0.0001	True	0.93129
256x2	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98848
256x3	tanh	sgd	1.0	adaptive	0.1	True	0.97024
256x3	tanh	adam	1.0	adaptive	0.1	True	0.94038
256x3	tanh	lbfgs	1.0	adaptive	0.1	True	0.98393
256x3	tanh	sgd	1.0	adaptive	0.01	True	0.9473
256x3	tanh	adam	1.0	adaptive	0.01	True	0.9565
256x3	tanh	lbfgs	1.0	adaptive	0.01	True	0.98853
256x3	tanh	sgd	1.0	adaptive	0.001	True	0.91263
256x3	tanh	adam	1.0	adaptive	0.001	True	0.93795
256x3	tanh	lbfgs	1.0	adaptive	0.001	True	0.98626
256x3	tanh	sgd	1.0	adaptive	0.0001	True	0.82336
256x3	tanh	adam	1.0	adaptive	0.0001	True	0.91025
256x3	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98621
256x3	tanh	sgd	1.0	invscaling	0.1	True	0.95402
256x3	tanh	adam	1.0	invscaling	0.1	True	0.92886
256x3	tanh	lbfgs	1.0	invscaling	0.1	True	0.98621
256x3	tanh	sgd	1.0	invscaling	0.01	True	0.92209
256x3	tanh	adam	1.0	invscaling	0.01	True	0.95877
256x3	tanh	lbfgs	1.0	invscaling	0.01	True	0.98621
256x3	tanh	sgd	1.0	invscaling	0.001	True	0.63763
256x3	tanh	adam	1.0	invscaling	0.001	True	0.96559
256x3	tanh	lbfgs	1.0	invscaling	0.001	True	0.98388
256x3	tanh	sgd	1.0	invscaling	0.0001	True	0.49715
256x3	tanh	adam	1.0	invscaling	0.0001	True	0.92653
256x3	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98621
321x1	tanh	sgd	1.0	adaptive	0.1	True	0.95877
321x1	tanh	adam	1.0	adaptive	0.1	True	0.9657
321x1	tanh	lbfgs	1.0	adaptive	0.1	True	0.98848
321x1	tanh	sgd	1.0	adaptive	0.01	True	0.93816
321x1	tanh	adam	1.0	adaptive	0.01	True	0.95655
321x1	tanh	lbfgs	1.0	adaptive	0.01	True	0.98848
321x1	tanh	sgd	1.0	adaptive	0.001	True	0.92659
321x1	tanh	adam	1.0	adaptive	0.001	True	0.92881
321x1	tanh	lbfgs	1.0	adaptive	0.001	True	0.98848
321x1	tanh	sgd	1.0	adaptive	0.0001	True	0.79588
321x1	tanh	adam	1.0	adaptive	0.0001	True	0.91274
321x1	tanh	lbfgs	1.0	adaptive	0.0001	True	0.98848
321x1	tanh	sgd	1.0	invscaling	0.1	True	0.92664
321x1	tanh	adam	1.0	invscaling	0.1	True	0.94503
321x1	tanh	lbfgs	1.0	invscaling	0.1	True	0.98848
321x1	tanh	sgd	1.0	invscaling	0.01	True	0.90809
321x1	tanh	adam	1.0	invscaling	0.01	True	0.95862
321x1	tanh	lbfgs	1.0	invscaling	0.01	True	0.98848
321x1	tanh	sgd	1.0	invscaling	0.001	True	0.51401
321x1	tanh	adam	1.0	invscaling	0.001	True	0.93811
321x1	tanh	lbfgs	1.0	invscaling	0.001	True	0.98848
321x1	tanh	sgd	1.0	invscaling	0.0001	True	0.51422
321x1	tanh	adam	1.0	invscaling	0.0001	True	0.91274
321x1	tanh	lbfgs	1.0	invscaling	0.0001	True	0.98848
321x2	tanh	sgd	1.0	adaptive	0.1	True	0.97468
321x2	tanh	adam	1.0	adaptive	0.1	True	0.94493
321x2	tanh	lbfgs	1.0	adaptive	0.1	True	0.98621
321x2	tanh	sgd	1.0	adaptive	0.01	True	0.9565
321x2	tanh	adam	1.0	adaptive	0.01	True	0.9564
321x2	tanh	lbfgs	1.0	adaptive	0.01	True	0.98621
