hidden_layer_sizes	activation	solver	alpha	learning_rate	learning_rate_init	early_stopping	accuracy
128x3	tanh	lbfgs	10.0	invscaling	0.001	False	0.97939
128x3	tanh	sgd	10.0	invscaling	0.0001	False	0.48584
128x3	tanh	adam	10.0	invscaling	0.0001	False	0.97479
128x3	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97939
256x1	tanh	sgd	10.0	adaptive	0.1	False	0.97246
256x1	tanh	adam	10.0	adaptive	0.1	False	0.9565
256x1	tanh	lbfgs	10.0	adaptive	0.1	False	0.97479
256x1	tanh	sgd	10.0	adaptive	0.01	False	0.97246
256x1	tanh	adam	10.0	adaptive	0.01	False	0.97019
256x1	tanh	lbfgs	10.0	adaptive	0.01	False	0.97479
256x1	tanh	sgd	10.0	adaptive	0.001	False	0.97474
256x1	tanh	adam	10.0	adaptive	0.001	False	0.97246
256x1	tanh	lbfgs	10.0	adaptive	0.001	False	0.97479
256x1	tanh	sgd	10.0	adaptive	0.0001	False	0.96786
256x1	tanh	adam	10.0	adaptive	0.0001	False	0.97241
256x1	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97479
256x1	tanh	sgd	10.0	invscaling	0.1	False	0.97479
256x1	tanh	adam	10.0	invscaling	0.1	False	0.97474
256x1	tanh	lbfgs	10.0	invscaling	0.1	False	0.97479
256x1	tanh	sgd	10.0	invscaling	0.01	False	0.95185
256x1	tanh	adam	10.0	invscaling	0.01	False	0.97014
256x1	tanh	lbfgs	10.0	invscaling	0.01	False	0.97479
256x1	tanh	sgd	10.0	invscaling	0.001	False	0.69281
256x1	tanh	adam	10.0	invscaling	0.001	False	0.97246
256x1	tanh	lbfgs	10.0	invscaling	0.001	False	0.97479
256x1	tanh	sgd	10.0	invscaling	0.0001	False	0.53922
256x1	tanh	adam	10.0	invscaling	0.0001	False	0.97241
256x1	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97479
256x2	tanh	sgd	10.0	adaptive	0.1	False	0.97706
256x2	tanh	adam	10.0	adaptive	0.1	False	0.97246
256x2	tanh	lbfgs	10.0	adaptive	0.1	False	0.97706
256x2	tanh	sgd	10.0	adaptive	0.01	False	0.97706
256x2	tanh	adam	10.0	adaptive	0.01	False	0.97933
256x2	tanh	lbfgs	10.0	adaptive	0.01	False	0.97706
256x2	tanh	sgd	10.0	adaptive	0.001	False	0.97706
256x2	tanh	adam	10.0	adaptive	0.001	False	0.97706
256x2	tanh	lbfgs	10.0	adaptive	0.001	False	0.97479
256x2	tanh	sgd	10.0	adaptive	0.0001	False	0.97706
256x2	tanh	adam	10.0	adaptive	0.0001	False	0.97706
256x2	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97479
256x2	tanh	sgd	10.0	invscaling	0.1	False	0.97479
256x2	tanh	adam	10.0	invscaling	0.1	False	0.93145
256x2	tanh	lbfgs	10.0	invscaling	0.1	False	0.97479
256x2	tanh	sgd	10.0	invscaling	0.01	False	0.96332
256x2	tanh	adam	10.0	invscaling	0.01	False	0.97706
256x2	tanh	lbfgs	10.0	invscaling	0.01	False	0.97479
256x2	tanh	sgd	10.0	invscaling	0.001	False	0.80729
256x2	tanh	adam	10.0	invscaling	0.001	False	0.97706
256x2	tanh	lbfgs	10.0	invscaling	0.001	False	0.97479
256x2	tanh	sgd	10.0	invscaling	0.0001	False	0.45407
256x2	tanh	adam	10.0	invscaling	0.0001	False	0.97706
256x2	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97706
256x3	tanh	sgd	10.0	adaptive	0.1	False	0.97479
256x3	tanh	adam	10.0	adaptive	0.1	False	0.84931
256x3	tanh	lbfgs	10.0	adaptive	0.1	False	0.97939
256x3	tanh	sgd	10.0	adaptive	0.01	False	0.97479
256x3	tanh	adam	10.0	adaptive	0.01	False	0.97252
256x3	tanh	lbfgs	10.0	adaptive	0.01	False	0.97939
256x3	tanh	sgd	10.0	adaptive	0.001	False	0.97479
256x3	tanh	adam	10.0	adaptive	0.001	False	0.97479
256x3	tanh	lbfgs	10.0	adaptive	0.001	False	0.97939
256x3	tanh	sgd	10.0	adaptive	0.0001	False	0.97479
256x3	tanh	adam	10.0	adaptive	0.0001	False	0.97479
256x3	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97939
256x3	tanh	sgd	10.0	invscaling	0.1	False	0.97479
256x3	tanh	adam	10.0	invscaling	0.1	False	0.79334
256x3	tanh	lbfgs	10.0	invscaling	0.1	False	0.97939
256x3	tanh	sgd	10.0	invscaling	0.01	False	0.96786
256x3	tanh	adam	10.0	invscaling	0.01	False	0.97479
256x3	tanh	lbfgs	10.0	invscaling	0.01	False	0.97939
256x3	tanh	sgd	10.0	invscaling	0.001	False	0.87384
256x3	tanh	adam	10.0	invscaling	0.001	False	0.97479
256x3	tanh	lbfgs	10.0	invscaling	0.001	False	0.97939
256x3	tanh	sgd	10.0	invscaling	0.0001	False	0.52495
256x3	tanh	adam	10.0	invscaling	0.0001	False	0.97479
256x3	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97939
321x1	tanh	sgd	10.0	adaptive	0.1	False	0.97474
321x1	tanh	adam	10.0	adaptive	0.1	False	0.96786
321x1	tanh	lbfgs	10.0	adaptive	0.1	False	0.97479
321x1	tanh	sgd	10.0	adaptive	0.01	False	0.97246
321x1	tanh	adam	10.0	adaptive	0.01	False	0.97019
321x1	tanh	lbfgs	10.0	adaptive	0.01	False	0.97479
321x1	tanh	sgd	10.0	adaptive	0.001	False	0.97246
321x1	tanh	adam	10.0	adaptive	0.001	False	0.97474
321x1	tanh	lbfgs	10.0	adaptive	0.001	False	0.97479
321x1	tanh	sgd	10.0	adaptive	0.0001	False	0.97474
321x1	tanh	adam	10.0	adaptive	0.0001	False	0.97241
321x1	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97479
321x1	tanh	sgd	10.0	invscaling	0.1	False	0.97479
321x1	tanh	adam	10.0	invscaling	0.1	False	0.96554
321x1	tanh	lbfgs	10.0	invscaling	0.1	False	0.97479
321x1	tanh	sgd	10.0	invscaling	0.01	False	0.9472
321x1	tanh	adam	10.0	invscaling	0.01	False	0.97019
321x1	tanh	lbfgs	10.0	invscaling	0.01	False	0.97479
321x1	tanh	sgd	10.0	invscaling	0.001	False	0.7139
321x1	tanh	adam	10.0	invscaling	0.001	False	0.97474
321x1	tanh	lbfgs	10.0	invscaling	0.001	False	0.97479
321x1	tanh	sgd	10.0	invscaling	0.0001	False	0.59873
321x1	tanh	adam	10.0	invscaling	0.0001	False	0.97241
321x1	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97479
321x2	tanh	sgd	10.0	adaptive	0.1	False	0.97706
321x2	tanh	adam	10.0	adaptive	0.1	False	0.97479
321x2	tanh	lbfgs	10.0	adaptive	0.1	False	0.97706
321x2	tanh	sgd	10.0	adaptive	0.01	False	0.97706
321x2	tanh	adam	10.0	adaptive	0.01	False	0.97933
321x2	tanh	lbfgs	10.0	adaptive	0.01	False	0.97706
321x2	tanh	sgd	10.0	adaptive	0.001	False	0.97706
321x2	tanh	adam	10.0	adaptive	0.001	False	0.97706
321x2	tanh	lbfgs	10.0	adaptive	0.001	False	0.97706
321x2	tanh	sgd	10.0	adaptive	0.0001	False	0.97479
321x2	tanh	adam	10.0	adaptive	0.0001	False	0.97706
321x2	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97706
321x2	tanh	sgd	10.0	invscaling	0.1	False	0.97479
321x2	tanh	adam	10.0	invscaling	0.1	False	0.9565
321x2	tanh	lbfgs	10.0	invscaling	0.1	False	0.97706
321x2	tanh	sgd	10.0	invscaling	0.01	False	0.95867
321x2	tanh	adam	10.0	invscaling	0.01	False	0.97019
321x2	tanh	lbfgs	10.0	invscaling	0.01	False	0.97706
321x2	tanh	sgd	10.0	invscaling	0.001	False	0.86253
321x2	tanh	adam	10.0	invscaling	0.001	False	0.97479
321x2	tanh	lbfgs	10.0	invscaling	0.001	False	0.97706
321x2	tanh	sgd	10.0	invscaling	0.0001	False	0.56855
321x2	tanh	adam	10.0	invscaling	0.0001	False	0.97706
321x2	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97706
321x3	tanh	sgd	10.0	adaptive	0.1	False	0.97479
321x3	tanh	adam	10.0	adaptive	0.1	False	0.82394
321x3	tanh	lbfgs	10.0	adaptive	0.1	False	0.97939
321x3	tanh	sgd	10.0	adaptive	0.01	False	0.97479
321x3	tanh	adam	10.0	adaptive	0.01	False	0.97474
321x3	tanh	lbfgs	10.0	adaptive	0.01	False	0.97939
321x3	tanh	sgd	10.0	adaptive	0.001	False	0.97479
321x3	tanh	adam	10.0	adaptive	0.001	False	0.97479
321x3	tanh	lbfgs	10.0	adaptive	0.001	False	0.97939
321x3	tanh	sgd	10.0	adaptive	0.0001	False	0.97479
321x3	tanh	adam	10.0	adaptive	0.0001	False	0.97479
321x3	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97939
321x3	tanh	sgd	10.0	invscaling	0.1	False	0.97252
321x3	tanh	adam	10.0	invscaling	0.1	False	0.77056
321x3	tanh	lbfgs	10.0	invscaling	0.1	False	0.97939
321x3	tanh	sgd	10.0	invscaling	0.01	False	0.97474
321x3	tanh	adam	10.0	invscaling	0.01	False	0.97701
321x3	tanh	lbfgs	10.0	invscaling	0.01	False	0.97939
321x3	tanh	sgd	10.0	invscaling	0.001	False	0.86697
321x3	tanh	adam	10.0	invscaling	0.001	False	0.97252
321x3	tanh	lbfgs	10.0	invscaling	0.001	False	0.97939
321x3	tanh	sgd	10.0	invscaling	0.0001	False	0.60381
321x3	tanh	adam	10.0	invscaling	0.0001	False	0.97479
321x3	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97939
512x1	tanh	sgd	10.0	adaptive	0.1	False	0.97246
512x1	tanh	adam	10.0	adaptive	0.1	False	0.96559
512x1	tanh	lbfgs	10.0	adaptive	0.1	False	0.97252
512x1	tanh	sgd	10.0	adaptive	0.01	False	0.97246
512x1	tanh	adam	10.0	adaptive	0.01	False	0.97246
512x1	tanh	lbfgs	10.0	adaptive	0.01	False	0.97479
512x1	tanh	sgd	10.0	adaptive	0.001	False	0.97479
512x1	tanh	adam	10.0	adaptive	0.001	False	0.97246
512x1	tanh	lbfgs	10.0	adaptive	0.001	False	0.97479
512x1	tanh	sgd	10.0	adaptive	0.0001	False	0.97246
512x1	tanh	adam	10.0	adaptive	0.0001	False	0.97014
512x1	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97479
512x1	tanh	sgd	10.0	invscaling	0.1	False	0.97479
512x1	tanh	adam	10.0	invscaling	0.1	False	0.95867
512x1	tanh	lbfgs	10.0	invscaling	0.1	False	0.97252
512x1	tanh	sgd	10.0	invscaling	0.01	False	0.9472
512x1	tanh	adam	10.0	invscaling	0.01	False	0.97706
512x1	tanh	lbfgs	10.0	invscaling	0.01	False	0.97479
512x1	tanh	sgd	10.0	invscaling	0.001	False	0.79329
512x1	tanh	adam	10.0	invscaling	0.001	False	0.97474
512x1	tanh	lbfgs	10.0	invscaling	0.001	False	0.97252
512x1	tanh	sgd	10.0	invscaling	0.0001	False	0.48858
512x1	tanh	adam	10.0	invscaling	0.0001	False	0.97014
512x1	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97479
512x2	tanh	sgd	10.0	adaptive	0.1	False	0.97706
512x2	tanh	adam	10.0	adaptive	0.1	False	0.93303
512x2	tanh	lbfgs	10.0	adaptive	0.1	False	0.97706
512x2	tanh	sgd	10.0	adaptive	0.01	False	0.97706
512x2	tanh	adam	10.0	adaptive	0.01	False	0.96564
512x2	tanh	lbfgs	10.0	adaptive	0.01	False	0.97479
512x2	tanh	sgd	10.0	adaptive	0.001	False	0.97706
512x2	tanh	adam	10.0	adaptive	0.001	False	0.97706
512x2	tanh	lbfgs	10.0	adaptive	0.001	False	0.97479
512x2	tanh	sgd	10.0	adaptive	0.0001	False	0.97474
512x2	tanh	adam	10.0	adaptive	0.0001	False	0.97706
512x2	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97706
512x2	tanh	sgd	10.0	invscaling	0.1	False	0.97479
512x2	tanh	adam	10.0	invscaling	0.1	False	0.94968
512x2	tanh	lbfgs	10.0	invscaling	0.1	False	0.97706
512x2	tanh	sgd	10.0	invscaling	0.01	False	0.97014
512x2	tanh	adam	10.0	invscaling	0.01	False	0.97246
512x2	tanh	lbfgs	10.0	invscaling	0.01	False	0.97479
512x2	tanh	sgd	10.0	invscaling	0.001	False	0.88536
512x2	tanh	adam	10.0	invscaling	0.001	False	0.97706
512x2	tanh	lbfgs	10.0	invscaling	0.001	False	0.97479
512x2	tanh	sgd	10.0	invscaling	0.0001	False	0.56427
512x2	tanh	adam	10.0	invscaling	0.0001	False	0.97706
512x2	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97706
512x3	tanh	sgd	10.0	adaptive	0.1	False	0.97479
512x3	tanh	adam	10.0	adaptive	0.1	False	0.7871
512x3	tanh	lbfgs	10.0	adaptive	0.1	False	0.97939
512x3	tanh	sgd	10.0	adaptive	0.01	False	0.97479
512x3	tanh	adam	10.0	adaptive	0.01	False	0.97479
512x3	tanh	lbfgs	10.0	adaptive	0.01	False	0.97939
512x3	tanh	sgd	10.0	adaptive	0.001	False	0.97479
512x3	tanh	adam	10.0	adaptive	0.001	False	0.97479
512x3	tanh	lbfgs	10.0	adaptive	0.001	False	0.97939
512x3	tanh	sgd	10.0	adaptive	0.0001	False	0.97252
512x3	tanh	adam	10.0	adaptive	0.0001	False	0.97479
512x3	tanh	lbfgs	10.0	adaptive	0.0001	False	0.97939
512x3	tanh	sgd	10.0	invscaling	0.1	False	0.97252
512x3	tanh	adam	10.0	invscaling	0.1	False	0.75196
512x3	tanh	lbfgs	10.0	invscaling	0.1	False	0.97939
512x3	tanh	sgd	10.0	invscaling	0.01	False	0.97252
512x3	tanh	adam	10.0	invscaling	0.01	False	0.97706
512x3	tanh	lbfgs	10.0	invscaling	0.01	False	0.97939
512x3	tanh	sgd	10.0	invscaling	0.001	False	0.90597
512x3	tanh	adam	10.0	invscaling	0.001	False	0.97479
512x3	tanh	lbfgs	10.0	invscaling	0.001	False	0.97939
512x3	tanh	sgd	10.0	invscaling	0.0001	False	0.53504
512x3	tanh	adam	10.0	invscaling	0.0001	False	0.97479
512x3	tanh	lbfgs	10.0	invscaling	0.0001	False	0.97939
64x1	tanh	sgd	100.0	adaptive	0.1	True	0.9518
64x1	tanh	adam	100.0	adaptive	0.1	True	0.92907
64x1	tanh	lbfgs	100.0	adaptive	0.1	True	0.96554
64x1	tanh	sgd	100.0	adaptive	0.01	True	0.93795
64x1	tanh	adam	100.0	adaptive	0.01	True	0.92431
64x1	tanh	lbfgs	100.0	adaptive	0.01	True	0.96554
64x1	tanh	sgd	100.0	adaptive	0.001	True	0.87141
64x1	tanh	adam	100.0	adaptive	0.001	True	0.82563
64x1	tanh	lbfgs	100.0	adaptive	0.001	True	0.96554
64x1	tanh	sgd	100.0	adaptive	0.0001	True	0.57104
64x1	tanh	adam	100.0	adaptive	0.0001	True	0.51099
64x1	tanh	lbfgs	100.0	adaptive	0.0001	True	0.96554
64x1	tanh	sgd	100.0	invscaling	0.1	True	0.93584
64x1	tanh	adam	100.0	invscaling	0.1	True	0.93584
64x1	tanh	lbfgs	100.0	invscaling	0.1	True	0.96554
64x1	tanh	sgd	100.0	invscaling	0.01	True	0.81469
64x1	tanh	adam	100.0	invscaling	0.01	True	0.94725
64x1	tanh	lbfgs	100.0	invscaling	0.01	True	0.96554
64x1	tanh	sgd	100.0	invscaling	0.001	True	0.45719
64x1	tanh	adam	100.0	invscaling	0.001	True	0.82077
64x1	tanh	lbfgs	100.0	invscaling	0.001	True	0.96554
64x1	tanh	sgd	100.0	invscaling	0.0001	True	0.62558
64x1	tanh	adam	100.0	invscaling	0.0001	True	0.52965
64x1	tanh	lbfgs	100.0	invscaling	0.0001	True	0.96554
64x2	tanh	sgd	100.0	adaptive	0.1	True	0.93309
64x2	tanh	adam	100.0	adaptive	0.1	True	0.89181
64x2	tanh	lbfgs	100.0	adaptive	0.1	True	0.96554
64x2	tanh	sgd	100.0	adaptive	0.01	True	0.90566
64x2	tanh	adam	100.0	adaptive	0.01	True	0.91284
64x2	tanh	lbfgs	100.0	adaptive	0.01	True	0.96554
64x2	tanh	sgd	100.0	adaptive	0.001	True	0.88066
64x2	tanh	adam	100.0	adaptive	0.001	True	0.84117
64x2	tanh	lbfgs	100.0	adaptive	0.001	True	0.96554
64x2	tanh	sgd	100.0	adaptive	0.0001	True	0.57283
64x2	tanh	adam	100.0	adaptive	0.0001	True	0.47965
64x2	tanh	lbfgs	100.0	adaptive	0.0001	True	0.96554
64x2	tanh	sgd	100.0	invscaling	0.1	True	0.92648
64x2	tanh	adam	100.0	invscaling	0.1	True	0.91961
64x2	tanh	lbfgs	100.0	invscaling	0.1	True	0.96554
64x2	tanh	sgd	100.0	invscaling	0.01	True	0.81369
64x2	tanh	adam	100.0	invscaling	0.01	True	0.90819
64x2	tanh	lbfgs	100.0	invscaling	0.01	True	0.96554
64x2	tanh	sgd	100.0	invscaling	0.001	True	0.4445
64x2	tanh	adam	100.0	invscaling	0.001	True	0.83953
64x2	tanh	lbfgs	100.0	invscaling	0.001	True	0.96554
64x2	tanh	sgd	100.0	invscaling	0.0001	True	0.4315
64x2	tanh	adam	100.0	invscaling	0.0001	True	0.56226
64x2	tanh	lbfgs	100.0	invscaling	0.0001	True	0.96554
64x3	tanh	sgd	100.0	adaptive	0.1	True	0.92659
64x3	tanh	adam	100.0	adaptive	0.1	True	0.70159
64x3	tanh	lbfgs	100.0	adaptive	0.1	True	0.95634
64x3	tanh	sgd	100.0	adaptive	0.01	True	0.9149
64x3	tanh	adam	100.0	adaptive	0.01	True	0.89223
64x3	tanh	lbfgs	100.0	adaptive	0.01	True	0.91913
64x3	tanh	sgd	100.0	adaptive	0.001	True	0.876
64x3	tanh	adam	100.0	adaptive	0.001	True	0.84175
64x3	tanh	lbfgs	100.0	adaptive	0.001	True	0.95634
64x3	tanh	sgd	100.0	adaptive	0.0001	True	0.59826
64x3	tanh	adam	100.0	adaptive	0.0001	True	0.49524
64x3	tanh	lbfgs	100.0	adaptive	0.0001	True	0.95634
64x3	tanh	sgd	100.0	invscaling	0.1	True	0.91538
64x3	tanh	adam	100.0	invscaling	0.1	True	0.61554
64x3	tanh	lbfgs	100.0	invscaling	0.1	True	0.87495
64x3	tanh	sgd	100.0	invscaling	0.01	True	0.80951
64x3	tanh	adam	100.0	invscaling	0.01	True	0.91522
64x3	tanh	lbfgs	100.0	invscaling	0.01	True	0.95862
64x3	tanh	sgd	100.0	invscaling	0.001	True	0.44086
64x3	tanh	adam	100.0	invscaling	0.001	True	0.83499
64x3	tanh	lbfgs	100.0	invscaling	0.001	True	0.95862
64x3	tanh	sgd	100.0	invscaling	0.0001	True	0.4676
64x3	tanh	adam	100.0	invscaling	0.0001	True	0.53177
64x3	tanh	lbfgs	100.0	invscaling	0.0001	True	0.91216
128x1	tanh	sgd	100.0	adaptive	0.1	True	0.94947
128x1	tanh	adam	100.0	adaptive	0.1	True	0.95174
128x1	tanh	lbfgs	100.0	adaptive	0.1	True	0.96554
128x1	tanh	sgd	100.0	adaptive	0.01	True	0.91971
128x1	tanh	adam	100.0	adaptive	0.01	True	0.92437
128x1	tanh	lbfgs	100.0	adaptive	0.01	True	0.96554
128x1	tanh	sgd	100.0	adaptive	0.001	True	0.91956
128x1	tanh	adam	100.0	adaptive	0.001	True	0.83758
128x1	tanh	lbfgs	100.0	adaptive	0.001	True	0.96554
128x1	tanh	sgd	100.0	adaptive	0.0001	True	0.60587
128x1	tanh	adam	100.0	adaptive	0.0001	True	0.53652
128x1	tanh	lbfgs	100.0	adaptive	0.0001	True	0.96554
128x1	tanh	sgd	100.0	invscaling	0.1	True	0.92659
128x1	tanh	adam	100.0	invscaling	0.1	True	0.93805
128x1	tanh	lbfgs	100.0	invscaling	0.1	True	0.96554
128x1	tanh	sgd	100.0	invscaling	0.01	True	0.84387
128x1	tanh	adam	100.0	invscaling	0.01	True	0.94033
128x1	tanh	lbfgs	100.0	invscaling	0.01	True	0.96554
128x1	tanh	sgd	100.0	invscaling	0.001	True	0.5351
128x1	tanh	adam	100.0	invscaling	0.001	True	0.85296
128x1	tanh	lbfgs	100.0	invscaling	0.001	True	0.96554
128x1	tanh	sgd	100.0	invscaling	0.0001	True	0.52156
128x1	tanh	adam	100.0	invscaling	0.0001	True	0.55777
128x1	tanh	lbfgs	100.0	invscaling	0.0001	True	0.96554
128x2	tanh	sgd	100.0	adaptive	0.1	True	0.93594
128x2	tanh	adam	100.0	adaptive	0.1	True	0.91749
128x2	tanh	lbfgs	100.0	adaptive	0.1	True	0.96321
128x2	tanh	sgd	100.0	adaptive	0.01	True	0.9426
128x2	tanh	adam	100.0	adaptive	0.01	True	0.94038
128x2	tanh	lbfgs	100.0	adaptive	0.01	True	0.96321
128x2	tanh	sgd	100.0	adaptive	0.001	True	0.87341
128x2	tanh	adam	100.0	adaptive	0.001	True	0.89234
128x2	tanh	lbfgs	100.0	adaptive	0.001	True	0.96554
128x2	tanh	sgd	100.0	adaptive	0.0001	True	0.72389
128x2	tanh	adam	100.0	adaptive	0.0001	True	0.65914
128x2	tanh	lbfgs	100.0	adaptive	0.0001	True	0.96321
128x2	tanh	sgd	100.0	invscaling	0.1	True	0.94255
128x2	tanh	adam	100.0	invscaling	0.1	True	0.91538
128x2	tanh	lbfgs	100.0	invscaling	0.1	True	0.96321
128x2	tanh	sgd	100.0	invscaling	0.01	True	0.87167
128x2	tanh	adam	100.0	invscaling	0.01	True	0.94271
128x2	tanh	lbfgs	100.0	invscaling	0.01	True	0.96321
128x2	tanh	sgd	100.0	invscaling	0.001	True	0.63668
128x2	tanh	adam	100.0	invscaling	0.001	True	0.91073
128x2	tanh	lbfgs	100.0	invscaling	0.001	True	0.96554
128x2	tanh	sgd	100.0	invscaling	0.0001	True	0.50359
128x2	tanh	adam	100.0	invscaling	0.0001	True	0.66702
128x2	tanh	lbfgs	100.0	invscaling	0.0001	True	0.96554
128x3	tanh	sgd	100.0	adaptive	0.1	True	0.94487
128x3	tanh	adam	100.0	adaptive	0.1	True	0.72024
128x3	tanh	lbfgs	100.0	adaptive	0.1	True	0.95634
128x3	tanh	sgd	100.0	adaptive	0.01	True	0.92415
128x3	tanh	adam	100.0	adaptive	0.01	True	0.93578
128x3	tanh	lbfgs	100.0	adaptive	0.01	True	0.95634
128x3	tanh	sgd	100.0	adaptive	0.001	True	0.90825
128x3	tanh	adam	100.0	adaptive	0.001	True	0.89445
128x3	tanh	lbfgs	100.0	adaptive	0.001	True	0.95634
128x3	tanh	sgd	100.0	adaptive	0.0001	True	0.76163
128x3	tanh	adam	100.0	adaptive	0.0001	True	0.76575
128x3	tanh	lbfgs	100.0	adaptive	0.0001	True	0.91216
128x3	tanh	sgd	100.0	invscaling	0.1	True	0.93097
128x3	tanh	adam	100.0	invscaling	0.1	True	0.76654
128x3	tanh	lbfgs	100.0	invscaling	0.1	True	0.95634
128x3	tanh	sgd	100.0	invscaling	0.01	True	0.89234
128x3	tanh	adam	100.0	invscaling	0.01	True	0.9426
128x3	tanh	lbfgs	100.0	invscaling	0.01	True	0.95634
128x3	tanh	sgd	100.0	invscaling	0.001	True	0.60291
128x3	tanh	adam	100.0	invscaling	0.001	True	0.8991
128x3	tanh	lbfgs	100.0	invscaling	0.001	True	0.95634
128x3	tanh	sgd	100.0	invscaling	0.0001	True	0.54783
128x3	tanh	adam	100.0	invscaling	0.0001	True	0.66237
128x3	tanh	lbfgs	100.0	invscaling	0.0001	True	0.86998
256x1	tanh	sgd	100.0	adaptive	0.1	True	0.95867
256x1	tanh	adam	100.0	adaptive	0.1	True	0.94033
256x1	tanh	lbfgs	100.0	adaptive	0.1	True	0.96554
256x1	tanh	sgd	100.0	adaptive	0.01	True	0.94952
256x1	tanh	adam	100.0	adaptive	0.01	True	0.9333
256x1	tanh	lbfgs	100.0	adaptive	0.01	True	0.96554
256x1	tanh	sgd	100.0	adaptive	0.001	True	0.91718
256x1	tanh	adam	100.0	adaptive	0.001	True	0.913
256x1	tanh	lbfgs	100.0	adaptive	0.001	True	0.96554
256x1	tanh	sgd	100.0	adaptive	0.0001	True	0.674
256x1	tanh	adam	100.0	adaptive	0.0001	True	0.65301
256x1	tanh	lbfgs	100.0	adaptive	0.0001	True	0.96554
256x1	tanh	sgd	100.0	invscaling	0.1	True	0.94514
256x1	tanh	adam	100.0	invscaling	0.1	True	0.94498
256x1	tanh	lbfgs	100.0	invscaling	0.1	True	0.96554
256x1	tanh	sgd	100.0	invscaling	0.01	True	0.91305
256x1	tanh	adam	100.0	invscaling	0.01	True	0.93562
256x1	tanh	lbfgs	100.0	invscaling	0.01	True	0.96554
256x1	tanh	sgd	100.0	invscaling	0.001	True	0.52754
256x1	tanh	adam	100.0	invscaling	0.001	True	0.93103
256x1	tanh	lbfgs	100.0	invscaling	0.001	True	0.96554
256x1	tanh	sgd	100.0	invscaling	0.0001	True	0.47664
256x1	tanh	adam	100.0	invscaling	0.0001	True	0.68594
256x1	tanh	lbfgs	100.0	invscaling	0.0001	True	0.96554
256x2	tanh	sgd	100.0	adaptive	0.1	True	0.9472
256x2	tanh	adam	100.0	adaptive	0.1	True	0.89667
256x2	tanh	lbfgs	100.0	adaptive	0.1	True	0.96321
256x2	tanh	sgd	100.0	adaptive	0.01	True	0.93346
256x2	tanh	adam	100.0	adaptive	0.01	True	0.92896
256x2	tanh	lbfgs	100.0	adaptive	0.01	True	0.96321
256x2	tanh	sgd	100.0	adaptive	0.001	True	0.94033
256x2	tanh	adam	100.0	adaptive	0.001	True	0.91501
256x2	tanh	lbfgs	100.0	adaptive	0.001	True	0.96321
256x2	tanh	sgd	100.0	adaptive	0.0001	True	0.85772
256x2	tanh	adam	100.0	adaptive	0.0001	True	0.80497
256x2	tanh	lbfgs	100.0	adaptive	0.0001	True	0.96321
256x2	tanh	sgd	100.0	invscaling	0.1	True	0.93113
256x2	tanh	adam	100.0	invscaling	0.1	True	0.91728
256x2	tanh	lbfgs	100.0	invscaling	0.1	True	0.96321
256x2	tanh	sgd	100.0	invscaling	0.01	True	0.90846
256x2	tanh	adam	100.0	invscaling	0.01	True	0.93346
256x2	tanh	lbfgs	100.0	invscaling	0.01	True	0.96321
256x2	tanh	sgd	100.0	invscaling	0.001	True	0.61115
256x2	tanh	adam	100.0	invscaling	0.001	True	0.90618
256x2	tanh	lbfgs	100.0	invscaling	0.001	True	0.96321
256x2	tanh	sgd	100.0	invscaling	0.0001	True	0.43118
256x2	tanh	adam	100.0	invscaling	0.0001	True	0.81205
256x2	tanh	lbfgs	100.0	invscaling	0.0001	True	0.96321
256x3	tanh	sgd	100.0	adaptive	0.1	True	0.93584
256x3	tanh	adam	100.0	adaptive	0.1	True	0.8806
256x3	tanh	lbfgs	100.0	adaptive	0.1	True	0.86998
256x3	tanh	sgd	100.0	adaptive	0.01	True	0.91966
256x3	tanh	adam	100.0	adaptive	0.01	True	0.93356
256x3	tanh	lbfgs	100.0	adaptive	0.01	True	0.87822
256x3	tanh	sgd	100.0	adaptive	0.001	True	0.93805
256x3	tanh	adam	100.0	adaptive	0.001	True	0.92209
256x3	tanh	lbfgs	100.0	adaptive	0.001	True	0.91216
256x3	tanh	sgd	100.0	adaptive	0.0001	True	0.88525
256x3	tanh	adam	100.0	adaptive	0.0001	True	0.84382
256x3	tanh	lbfgs	100.0	adaptive	0.0001	True	0.91216
256x3	tanh	sgd	100.0	invscaling	0.1	True	0.93124
256x3	tanh	adam	100.0	invscaling	0.1	True	0.89656
256x3	tanh	lbfgs	100.0	invscaling	0.1	True	0.81998
256x3	tanh	sgd	100.0	invscaling	0.01	True	0.91263
