n_estimators	max_features	max_depth	min_samples_split	min_samples_leaf	bagging	accuracy
9	18	20	4	2	True	0.96564
10	18	20	4	2	True	0.95872
20	18	20	4	2	True	0.96327
30	18	20	4	2	True	0.97246
40	18	20	4	2	True	0.96089
50	18	20	4	2	True	0.97246
100	18	20	4	2	True	0.96781
1	18	20	2	3	True	0.89186
2	18	20	2	3	True	0.92902
3	18	20	2	3	True	0.9473
4	18	20	2	3	True	0.9518
5	18	20	2	3	True	0.93573
6	18	20	2	3	True	0.94952
7	18	20	2	3	True	0.96327
8	18	20	2	3	True	0.95412
9	18	20	2	3	True	0.95423
10	18	20	2	3	True	0.95867
20	18	20	2	3	True	0.96105
30	18	20	2	3	True	0.96327
40	18	20	2	3	True	0.96559
50	18	20	2	3	True	0.96332
100	18	20	2	3	True	0.96554
1	18	20	3	3	True	0.90608
2	18	20	3	3	True	0.91744
3	18	20	3	3	True	0.9472
4	18	20	3	3	True	0.94736
5	18	20	3	3	True	0.94963
6	18	20	3	3	True	0.95634
7	18	20	3	3	True	0.95407
8	18	20	3	3	True	0.9518
9	18	20	3	3	True	0.95877
10	18	20	3	3	True	0.96337
20	18	20	3	3	True	0.95867
30	18	20	3	3	True	0.97252
40	18	20	3	3	True	0.96321
50	18	20	3	3	True	0.96786
100	18	20	3	3	True	0.96321
1	18	20	4	3	True	0.90613
2	18	20	4	3	True	0.92215
3	18	20	4	3	True	0.94477
4	18	20	4	3	True	0.95645
5	18	20	4	3	True	0.96099
6	18	20	4	3	True	0.94276
7	18	20	4	3	True	0.9473
8	18	20	4	3	True	0.94942
9	18	20	4	3	True	0.95412
10	18	20	4	3	True	0.95883
20	18	20	4	3	True	0.96332
30	18	20	4	3	True	0.96554
40	18	20	4	3	True	0.96094
50	18	20	4	3	True	0.96781
100	18	20	4	3	True	0.96327
1	18	20	2	4	True	0.91284
2	18	20	2	4	True	0.92643
3	18	20	2	4	True	0.93108
4	18	20	2	4	True	0.94487
5	18	20	2	4	True	0.9334
6	18	20	2	4	True	0.94498
7	18	20	2	4	True	0.94725
8	18	20	2	4	True	0.95412
9	18	20	2	4	True	0.95402
10	18	20	2	4	True	0.9611
20	18	20	2	4	True	0.96559
30	18	20	2	4	True	0.96094
40	18	20	2	4	True	0.96099
50	18	20	2	4	True	0.96554
100	18	20	2	4	True	0.96094
1	18	20	3	4	True	0.92215
2	18	20	3	4	True	0.91041
3	18	20	3	4	True	0.92664
4	18	20	3	4	True	0.94276
5	18	20	3	4	True	0.93811
6	18	20	3	4	True	0.94038
7	18	20	3	4	True	0.95185
8	18	20	3	4	True	0.96099
9	18	20	3	4	True	0.94958
10	18	20	3	4	True	0.9518
20	18	20	3	4	True	0.96099
30	18	20	3	4	True	0.96089
40	18	20	3	4	True	0.96105
50	18	20	3	4	True	0.95872
100	18	20	3	4	True	0.96321
1	18	20	4	4	True	0.94054
2	18	20	4	4	True	0.90386
3	18	20	4	4	True	0.91744
4	18	20	4	4	True	0.94498
5	18	20	4	4	True	0.96099
6	18	20	4	4	True	0.95655
7	18	20	4	4	True	0.95418
8	18	20	4	4	True	0.94958
9	18	20	4	4	True	0.95645
10	18	20	4	4	True	0.95856
20	18	20	4	4	True	0.96332
30	18	20	4	4	True	0.96332
40	18	20	4	4	True	0.96105
50	18	20	4	4	True	0.96564
100	18	20	4	4	True	0.96786
1	20	20	2	1	True	0.899
2	20	20	2	1	True	0.87389
3	20	20	2	1	True	0.94249
4	20	20	2	1	True	0.92204
5	20	20	2	1	True	0.94963
6	20	20	2	1	True	0.93573
7	20	20	2	1	True	0.95418
8	20	20	2	1	True	0.94493
9	20	20	2	1	True	0.95201
10	20	20	2	1	True	0.95407
20	20	20	2	1	True	0.96327
30	20	20	2	1	True	0.97241
40	20	20	2	1	True	0.96559
50	20	20	2	1	True	0.96792
100	20	20	2	1	True	0.96332
1	20	20	3	1	True	0.91977
2	20	20	3	1	True	0.88758
3	20	20	3	1	True	0.94487
4	20	20	3	1	True	0.93124
5	20	20	3	1	True	0.94271
6	20	20	3	1	True	0.94249
7	20	20	3	1	True	0.95169
8	20	20	3	1	True	0.94027
9	20	20	3	1	True	0.95867
10	20	20	3	1	True	0.96099
20	20	20	3	1	True	0.9518
30	20	20	3	1	True	0.96099
40	20	20	3	1	True	0.96792
50	20	20	3	1	True	0.96099
100	20	20	3	1	True	0.97024
1	20	20	4	1	True	0.89429
2	20	20	4	1	True	0.90825
3	20	20	4	1	True	0.92886
4	20	20	4	1	True	0.9222
5	20	20	4	1	True	0.95185
6	20	20	4	1	True	0.93805
7	20	20	4	1	True	0.93811
8	20	20	4	1	True	0.95164
9	20	20	4	1	True	0.9564
10	20	20	4	1	True	0.95407
20	20	20	4	1	True	0.96786
30	20	20	4	1	True	0.95862
40	20	20	4	1	True	0.96786
50	20	20	4	1	True	0.96792
100	20	20	4	1	True	0.96554
1	20	20	2	2	True	0.91068
2	20	20	2	2	True	0.91279
3	20	20	2	2	True	0.93124
4	20	20	2	2	True	0.93589
5	20	20	2	2	True	0.95893
6	20	20	2	2	True	0.9564
7	20	20	2	2	True	0.94952
8	20	20	2	2	True	0.94968
9	20	20	2	2	True	0.95407
10	20	20	2	2	True	0.95867
20	20	20	2	2	True	0.96327
30	20	20	2	2	True	0.97019
40	20	20	2	2	True	0.97014
50	20	20	2	2	True	0.96327
100	20	20	2	2	True	0.96549
1	20	20	3	2	True	0.91084
2	20	20	3	2	True	0.90587
3	20	20	3	2	True	0.93103
4	20	20	3	2	True	0.94265
5	20	20	3	2	True	0.95412
6	20	20	3	2	True	0.94271
7	20	20	3	2	True	0.96094
8	20	20	3	2	True	0.96105
9	20	20	3	2	True	0.95867
10	20	20	3	2	True	0.96105
20	20	20	3	2	True	0.95412
30	20	20	3	2	True	0.97019
40	20	20	3	2	True	0.95634
50	20	20	3	2	True	0.96559
100	20	20	3	2	True	0.96332
1	20	20	4	2	True	0.89894
2	20	20	4	2	True	0.92199
3	20	20	4	2	True	0.92886
4	20	20	4	2	True	0.94038
5	20	20	4	2	True	0.94715
6	20	20	4	2	True	0.938
7	20	20	4	2	True	0.94715
8	20	20	4	2	True	0.95883
9	20	20	4	2	True	0.96105
10	20	20	4	2	True	0.96327
20	20	20	4	2	True	0.96792
30	20	20	4	2	True	0.96554
40	20	20	4	2	True	0.96776
50	20	20	4	2	True	0.96321
100	20	20	4	2	True	0.96327
1	20	20	2	3	True	0.88732
2	20	20	2	3	True	0.91268
3	20	20	2	3	True	0.92886
4	20	20	2	3	True	0.9565
5	20	20	2	3	True	0.95159
6	20	20	2	3	True	0.94942
7	20	20	2	3	True	0.95645
8	20	20	2	3	True	0.96564
9	20	20	2	3	True	0.95862
10	20	20	2	3	True	0.96089
20	20	20	2	3	True	0.96316
30	20	20	2	3	True	0.96554
40	20	20	2	3	True	0.95407
50	20	20	2	3	True	0.97246
100	20	20	2	3	True	0.96792
1	20	20	3	3	True	0.91041
2	20	20	3	3	True	0.89905
3	20	20	3	3	True	0.93087
4	20	20	3	3	True	0.94033
5	20	20	3	3	True	0.95174
6	20	20	3	3	True	0.95418
7	20	20	3	3	True	0.95877
8	20	20	3	3	True	0.96321
9	20	20	3	3	True	0.94952
10	20	20	3	3	True	0.94952
20	20	20	3	3	True	0.95872
30	20	20	3	3	True	0.97246
40	20	20	3	3	True	0.96105
50	20	20	3	3	True	0.95867
100	20	20	3	3	True	0.96792
1	20	20	4	3	True	0.91068
2	20	20	4	3	True	0.91305
3	20	20	4	3	True	0.9472
4	20	20	4	3	True	0.91749
5	20	20	4	3	True	0.94952
6	20	20	4	3	True	0.94482
7	20	20	4	3	True	0.95407
8	20	20	4	3	True	0.94271
9	20	20	4	3	True	0.96099
10	20	20	4	3	True	0.96105
20	20	20	4	3	True	0.96554
30	20	20	4	3	True	0.95174
40	20	20	4	3	True	0.96099
50	20	20	4	3	True	0.95856
100	20	20	4	3	True	0.96786
1	20	20	2	4	True	0.92442
2	20	20	2	4	True	0.92659
3	20	20	2	4	True	0.93356
4	20	20	2	4	True	0.93573
5	20	20	2	4	True	0.94958
6	20	20	2	4	True	0.95418
7	20	20	2	4	True	0.9564
8	20	20	2	4	True	0.95396
9	20	20	2	4	True	0.95407
10	20	20	2	4	True	0.95418
20	20	20	2	4	True	0.96099
30	20	20	2	4	True	0.96781
40	20	20	2	4	True	0.96321
50	20	20	2	4	True	0.96321
100	20	20	2	4	True	0.96554
1	20	20	3	4	True	0.8852
2	20	20	3	4	True	0.91723
3	20	20	3	4	True	0.93578
4	20	20	3	4	True	0.93351
5	20	20	3	4	True	0.9426
6	20	20	3	4	True	0.95423
7	20	20	3	4	True	0.94725
8	20	20	3	4	True	0.94947
9	20	20	3	4	True	0.96099
10	20	20	3	4	True	0.95185
20	20	20	3	4	True	0.96327
30	20	20	3	4	True	0.9564
40	20	20	3	4	True	0.96797
50	20	20	3	4	True	0.96105
100	20	20	3	4	True	0.96332
1	20	20	4	4	True	0.91295
2	20	20	4	4	True	0.94508
3	20	20	4	4	True	0.94276
4	20	20	4	4	True	0.92653
5	20	20	4	4	True	0.94244
6	20	20	4	4	True	0.93811
7	20	20	4	4	True	0.94276
8	20	20	4	4	True	0.94493
9	20	20	4	4	True	0.96105
10	20	20	4	4	True	0.9473
20	20	20	4	4	True	0.96327
30	20	20	4	4	True	0.96321
40	20	20	4	4	True	0.96094
50	20	20	4	4	True	0.96099
100	20	20	4	4	True	0.96559
1	22	20	2	1	True	0.88092
2	22	20	2	1	True	0.89223
3	22	20	2	1	True	0.94487
4	22	20	2	1	True	0.93103
5	22	20	2	1	True	0.92891
6	22	20	2	1	True	0.93584
7	22	20	2	1	True	0.96559
8	22	20	2	1	True	0.94947
9	22	20	2	1	True	0.96105
10	22	20	2	1	True	0.96786
20	22	20	2	1	True	0.95407
30	22	20	2	1	True	0.9564
40	22	20	2	1	True	0.95877
50	22	20	2	1	True	0.96099
100	22	20	2	1	True	0.96786
1	22	20	3	1	True	0.90359
2	22	20	3	1	True	0.90143
3	22	20	3	1	True	0.92669
4	22	20	3	1	True	0.93351
5	22	20	3	1	True	0.9473
6	22	20	3	1	True	0.94265
7	22	20	3	1	True	0.9426
8	22	20	3	1	True	0.96316
9	22	20	3	1	True	0.95645
10	22	20	3	1	True	0.96105
20	22	20	3	1	True	0.95872
30	22	20	3	1	True	0.96554
40	22	20	3	1	True	0.96559
50	22	20	3	1	True	0.96792
100	22	20	3	1	True	0.97246
1	22	20	4	1	True	0.87595
2	22	20	4	1	True	0.90137
3	22	20	4	1	True	0.94043
4	22	20	4	1	True	0.95412
5	22	20	4	1	True	0.94498
6	22	20	4	1	True	0.93573
7	22	20	4	1	True	0.94249
8	22	20	4	1	True	0.95428
9	22	20	4	1	True	0.9611
10	22	20	4	1	True	0.95883
20	22	20	4	1	True	0.95867
30	22	20	4	1	True	0.96792
40	22	20	4	1	True	0.96549
50	22	20	4	1	True	0.96327
100	22	20	4	1	True	0.96786
1	22	20	2	2	True	0.88747
2	22	20	2	2	True	0.90137
3	22	20	2	2	True	0.92431
4	22	20	2	2	True	0.9519
5	22	20	2	2	True	0.95407
6	22	20	2	2	True	0.95185
7	22	20	2	2	True	0.95645
8	22	20	2	2	True	0.94942
9	22	20	2	2	True	0.96105
10	22	20	2	2	True	0.95407
20	22	20	2	2	True	0.96321
30	22	20	2	2	True	0.95867
40	22	20	2	2	True	0.96786
50	22	20	2	2	True	0.96786
100	22	20	2	2	True	0.96105
1	22	20	3	2	True	0.89704
2	22	20	3	2	True	0.90597
3	22	20	3	2	True	0.93568
4	22	20	3	2	True	0.94049
5	22	20	3	2	True	0.94704
6	22	20	3	2	True	0.94952
7	22	20	3	2	True	0.9519
8	22	20	3	2	True	0.95174
9	22	20	3	2	True	0.95645
10	22	20	3	2	True	0.95412
20	22	20	3	2	True	0.95407
30	22	20	3	2	True	0.95396
40	22	20	3	2	True	0.96792
50	22	20	3	2	True	0.96792
100	22	20	3	2	True	0.96781
1	22	20	4	2	True	0.9037
2	22	20	4	2	True	0.89429
3	22	20	4	2	True	0.92442
4	22	20	4	2	True	0.93568
5	22	20	4	2	True	0.94498
6	22	20	4	2	True	0.938
7	22	20	4	2	True	0.94952
8	22	20	4	2	True	0.9564
9	22	20	4	2	True	0.94947
10	22	20	4	2	True	0.96327
20	22	20	4	2	True	0.95634
30	22	20	4	2	True	0.95862
40	22	20	4	2	True	0.96559
50	22	20	4	2	True	0.96792
100	22	20	4	2	True	0.96327
1	22	20	2	3	True	0.90592
2	22	20	2	3	True	0.91279
3	22	20	2	3	True	0.95402
4	22	20	2	3	True	0.938
5	22	20	2	3	True	0.9473
6	22	20	2	3	True	0.93811
7	22	20	2	3	True	0.9564
8	22	20	2	3	True	0.95185
9	22	20	2	3	True	0.95634
10	22	20	2	3	True	0.95872
20	22	20	2	3	True	0.95634
30	22	20	2	3	True	0.96099
40	22	20	2	3	True	0.96781
50	22	20	2	3	True	0.96559
100	22	20	2	3	True	0.96559
1	22	20	3	3	True	0.91512
2	22	20	3	3	True	0.92447
3	22	20	3	3	True	0.92431
4	22	20	3	3	True	0.94725
5	22	20	3	3	True	0.94952
6	22	20	3	3	True	0.95412
7	22	20	3	3	True	0.95872
8	22	20	3	3	True	0.95872
9	22	20	3	3	True	0.9565
10	22	20	3	3	True	0.9473
20	22	20	3	3	True	0.95867
30	22	20	3	3	True	0.96094
40	22	20	3	3	True	0.96094
50	22	20	3	3	True	0.95877
100	22	20	3	3	True	0.96559
1	22	20	4	3	True	0.89466
2	22	20	4	3	True	0.91284
3	22	20	4	3	True	0.94725
4	22	20	4	3	True	0.94974
5	22	20	4	3	True	0.94958
6	22	20	4	3	True	0.95867
7	22	20	4	3	True	0.94709
8	22	20	4	3	True	0.95418
9	22	20	4	3	True	0.95412
10	22	20	4	3	True	0.96089
20	22	20	4	3	True	0.95867
30	22	20	4	3	True	0.96792
40	22	20	4	3	True	0.96786
50	22	20	4	3	True	0.96554
100	22	20	4	3	True	0.95872
1	22	20	2	4	True	0.89461
2	22	20	2	4	True	0.94038
3	22	20	2	4	True	0.94017
4	22	20	2	4	True	0.93562
5	22	20	2	4	True	0.94493
6	22	20	2	4	True	0.95407
7	22	20	2	4	True	0.94022
8	22	20	2	4	True	0.95174
9	22	20	2	4	True	0.94477
10	22	20	2	4	True	0.94704
20	22	20	2	4	True	0.96559
30	22	20	2	4	True	0.95872
40	22	20	2	4	True	0.96089
50	22	20	2	4	True	0.96105
100	22	20	2	4	True	0.96099
1	22	20	3	4	True	0.92199
2	22	20	3	4	True	0.93118
3	22	20	3	4	True	0.94493
4	22	20	3	4	True	0.93118
5	22	20	3	4	True	0.94487
6	22	20	3	4	True	0.94709
7	22	20	3	4	True	0.95407
8	22	20	3	4	True	0.94968
9	22	20	3	4	True	0.95645
10	22	20	3	4	True	0.95174
20	22	20	3	4	True	0.95185
30	22	20	3	4	True	0.96554
40	22	20	3	4	True	0.95872
50	22	20	3	4	True	0.95634
100	22	20	3	4	True	0.97024
1	22	20	4	4	True	0.8899
2	22	20	4	4	True	0.92458
3	22	20	4	4	True	0.94027
4	22	20	4	4	True	0.95888
5	22	20	4	4	True	0.94265
6	22	20	4	4	True	0.94027
7	22	20	4	4	True	0.94503
8	22	20	4	4	True	0.95412
9	22	20	4	4	True	0.94271
10	22	20	4	4	True	0.9472
20	22	20	4	4	True	0.9472
30	22	20	4	4	True	0.96089
40	22	20	4	4	True	0.96792
50	22	20	4	4	True	0.96337
100	22	20	4	4	True	0.96332
1	24	20	2	1	True	0.91068
2	24	20	2	1	True	0.88531
3	24	20	2	1	True	0.92442
4	24	20	2	1	True	0.93124
5	24	20	2	1	True	0.92902
6	24	20	2	1	True	0.9426
7	24	20	2	1	True	0.94942
8	24	20	2	1	True	0.9379
9	24	20	2	1	True	0.94952
10	24	20	2	1	True	0.95185
20	24	20	2	1	True	0.96105
30	24	20	2	1	True	0.96089
40	24	20	2	1	True	0.97241
50	24	20	2	1	True	0.96105
100	24	20	2	1	True	0.97014
1	24	20	3	1	True	0.86929
2	24	20	3	1	True	0.89239
3	24	20	3	1	True	0.92426
4	24	20	3	1	True	0.94958
5	24	20	3	1	True	0.95624
6	24	20	3	1	True	0.95185
7	24	20	3	1	True	0.95877
8	24	20	3	1	True	0.9519
9	24	20	3	1	True	0.95883
10	24	20	3	1	True	0.95418
20	24	20	3	1	True	0.96337
30	24	20	3	1	True	0.95185
40	24	20	3	1	True	0.96099
50	24	20	3	1	True	0.96786
100	24	20	3	1	True	0.96327
1	24	20	4	1	True	0.89228
2	24	20	4	1	True	0.89445
3	24	20	4	1	True	0.93816
4	24	20	4	1	True	0.94043
5	24	20	4	1	True	0.94519
6	24	20	4	1	True	0.9519
7	24	20	4	1	True	0.95196
8	24	20	4	1	True	0.94265
9	24	20	4	1	True	0.96321
10	24	20	4	1	True	0.95867
20	24	20	4	1	True	0.96564
30	24	20	4	1	True	0.97019
40	24	20	4	1	True	0.96105
50	24	20	4	1	True	0.95867
100	24	20	4	1	True	0.96786
1	24	20	2	2	True	0.88055
2	24	20	2	2	True	0.90825
3	24	20	2	2	True	0.94265
4	24	20	2	2	True	0.94027
5	24	20	2	2	True	0.94022
6	24	20	2	2	True	0.95634
7	24	20	2	2	True	0.94725
8	24	20	2	2	True	0.94958
9	24	20	2	2	True	0.96105
10	24	20	2	2	True	0.95856
20	24	20	2	2	True	0.96559
30	24	20	2	2	True	0.96786
40	24	20	2	2	True	0.96099
50	24	20	2	2	True	0.96105
100	24	20	2	2	True	0.96564
1	24	20	3	2	True	0.89218
2	24	20	3	2	True	0.89202
3	24	20	3	2	True	0.93346
4	24	20	3	2	True	0.94054
5	24	20	3	2	True	0.9473
6	24	20	3	2	True	0.95174
7	24	20	3	2	True	0.9518
8	24	20	3	2	True	0.94255
9	24	20	3	2	True	0.96786
10	24	20	3	2	True	0.95883
20	24	20	3	2	True	0.96786
30	24	20	3	2	True	0.96792
40	24	20	3	2	True	0.96786
50	24	20	3	2	True	0.96327
100	24	20	3	2	True	0.96792
1	24	20	4	2	True	0.8991
2	24	20	4	2	True	0.90819
3	24	20	4	2	True	0.9176
4	24	20	4	2	True	0.94049
5	24	20	4	2	True	0.94725
6	24	20	4	2	True	0.9565
7	24	20	4	2	True	0.94482
8	24	20	4	2	True	0.9518
9	24	20	4	2	True	0.9565
10	24	20	4	2	True	0.96559
20	24	20	4	2	True	0.94952
30	24	20	4	2	True	0.95867
40	24	20	4	2	True	0.96327
50	24	20	4	2	True	0.95872
100	24	20	4	2	True	0.96327
1	24	20	2	3	True	0.90613
2	24	20	2	3	True	0.93573
3	24	20	2	3	True	0.92421
4	24	20	2	3	True	0.94503
5	24	20	2	3	True	0.94503
6	24	20	2	3	True	0.9472
7	24	20	2	3	True	0.94947
8	24	20	2	3	True	0.95423
9	24	20	2	3	True	0.95877
10	24	20	2	3	True	0.9565
20	24	20	2	3	True	0.9564
30	24	20	2	3	True	0.95867
40	24	20	2	3	True	0.96099
50	24	20	2	3	True	0.97246
100	24	20	2	3	True	0.96327
1	24	20	3	3	True	0.8991
2	24	20	3	3	True	0.89223
3	24	20	3	3	True	0.94265
4	24	20	3	3	True	0.95872
5	24	20	3	3	True	0.94027
6	24	20	3	3	True	0.95196
7	24	20	3	3	True	0.95407
8	24	20	3	3	True	0.96554
9	24	20	3	3	True	0.96332
10	24	20	3	3	True	0.95867
20	24	20	3	3	True	0.94947
30	24	20	3	3	True	0.96543
40	24	20	3	3	True	0.95872
50	24	20	3	3	True	0.96554
100	24	20	3	3	True	0.96321
1	24	20	4	3	True	0.90846
2	24	20	4	3	True	0.89688
3	24	20	4	3	True	0.91961
4	24	20	4	3	True	0.93118
5	24	20	4	3	True	0.94952
6	24	20	4	3	True	0.94255
7	24	20	4	3	True	0.94503
8	24	20	4	3	True	0.96559
9	24	20	4	3	True	0.94249
10	24	20	4	3	True	0.9472
20	24	20	4	3	True	0.95867
30	24	20	4	3	True	0.9564
40	24	20	4	3	True	0.96554
50	24	20	4	3	True	0.96332
100	24	20	4	3	True	0.96559
1	24	20	2	4	True	0.91977
2	24	20	2	4	True	0.9176
3	24	20	2	4	True	0.93568
4	24	20	2	4	True	0.93319
5	24	20	2	4	True	0.94033
6	24	20	2	4	True	0.94503
7	24	20	2	4	True	0.9472
8	24	20	2	4	True	0.9564
9	24	20	2	4	True	0.94958
10	24	20	2	4	True	0.95645
20	24	20	2	4	True	0.95867
30	24	20	2	4	True	0.96797
40	24	20	2	4	True	0.96781
50	24	20	2	4	True	0.95407
100	24	20	2	4	True	0.96094
1	24	20	3	4	True	0.90132
2	24	20	3	4	True	0.92875
3	24	20	3	4	True	0.93124
4	24	20	3	4	True	0.94715
5	24	20	3	4	True	0.9472
6	24	20	3	4	True	0.94265
7	24	20	3	4	True	0.94255
8	24	20	3	4	True	0.9564
9	24	20	3	4	True	0.95402
10	24	20	3	4	True	0.95407
20	24	20	3	4	True	0.9564
30	24	20	3	4	True	0.96094
40	24	20	3	4	True	0.96792
50	24	20	3	4	True	0.96327
100	24	20	3	4	True	0.96094
1	24	20	4	4	True	0.87616
2	24	20	4	4	True	0.91982
3	24	20	4	4	True	0.94709
4	24	20	4	4	True	0.94244
5	24	20	4	4	True	0.93573
6	24	20	4	4	True	0.93811
7	24	20	4	4	True	0.93805
8	24	20	4	4	True	0.94931
9	24	20	4	4	True	0.94265
10	24	20	4	4	True	0.95629
20	24	20	4	4	True	0.97019
30	24	20	4	4	True	0.96554
40	24	20	4	4	True	0.95862
50	24	20	4	4	True	0.9564
100	24	20	4	4	True	0.96786
1	26	20	2	1	True	0.90391
2	26	20	2	1	True	0.86934
3	26	20	2	1	True	0.92669
4	26	20	2	1	True	0.91966
5	26	20	2	1	True	0.94249
6	26	20	2	1	True	0.94038
7	26	20	2	1	True	0.95645
8	26	20	2	1	True	0.94725
9	26	20	2	1	True	0.96327
10	26	20	2	1	True	0.9473
20	26	20	2	1	True	0.95629
30	26	20	2	1	True	0.95655
40	26	20	2	1	True	0.96321
50	26	20	2	1	True	0.95877
100	26	20	2	1	True	0.96792
1	26	20	3	1	True	0.88779
2	26	20	3	1	True	0.90618
3	26	20	3	1	True	0.92199
4	26	20	3	1	True	0.92891
5	26	20	3	1	True	0.94022
6	26	20	3	1	True	0.95407
7	26	20	3	1	True	0.9518
8	26	20	3	1	True	0.95877
9	26	20	3	1	True	0.94271
10	26	20	3	1	True	0.94276
20	26	20	3	1	True	0.95412
30	26	20	3	1	True	0.96786
40	26	20	3	1	True	0.9611
50	26	20	3	1	True	0.97019
100	26	20	3	1	True	0.96559
1	26	20	4	1	True	0.90581
2	26	20	4	1	True	0.90809
3	26	20	4	1	True	0.92886
4	26	20	4	1	True	0.91734
5	26	20	4	1	True	0.93816
6	26	20	4	1	True	0.95185
7	26	20	4	1	True	0.94958
8	26	20	4	1	True	0.95883
9	26	20	4	1	True	0.96094
10	26	20	4	1	True	0.95872
20	26	20	4	1	True	0.9611
30	26	20	4	1	True	0.96554
40	26	20	4	1	True	0.96327
50	26	20	4	1	True	0.96549
100	26	20	4	1	True	0.96792
1	26	20	2	2	True	0.88547
2	26	20	2	2	True	0.88985
3	26	20	2	2	True	0.93118
4	26	20	2	2	True	0.94493
5	26	20	2	2	True	0.94942
6	26	20	2	2	True	0.95661
7	26	20	2	2	True	0.9426
8	26	20	2	2	True	0.95877
9	26	20	2	2	True	0.9564
10	26	20	2	2	True	0.9426
20	26	20	2	2	True	0.96786
30	26	20	2	2	True	0.95867
40	26	20	2	2	True	0.96327
50	26	20	2	2	True	0.96332
100	26	20	2	2	True	0.96559
1	26	20	3	2	True	0.874
2	26	20	3	2	True	0.88763
3	26	20	3	2	True	0.91728
4	26	20	3	2	True	0.9426
5	26	20	3	2	True	0.92891
6	26	20	3	2	True	0.95423
7	26	20	3	2	True	0.95645
8	26	20	3	2	True	0.9473
9	26	20	3	2	True	0.94942
10	26	20	3	2	True	0.96332
20	26	20	3	2	True	0.96564
30	26	20	3	2	True	0.96332
40	26	20	3	2	True	0.96316
50	26	20	3	2	True	0.97008
100	26	20	3	2	True	0.96099
1	26	20	4	2	True	0.8851
2	26	20	4	2	True	0.88298
3	26	20	4	2	True	0.9472
4	26	20	4	2	True	0.94487
5	26	20	4	2	True	0.94503
6	26	20	4	2	True	0.95412
7	26	20	4	2	True	0.94947
8	26	20	4	2	True	0.94265
9	26	20	4	2	True	0.96105
10	26	20	4	2	True	0.94503
20	26	20	4	2	True	0.96786
30	26	20	4	2	True	0.96099
40	26	20	4	2	True	0.96105
50	26	20	4	2	True	0.96559
100	26	20	4	2	True	0.95872
1	26	20	2	3	True	0.89905
2	26	20	2	3	True	0.90603
3	26	20	2	3	True	0.93346
4	26	20	2	3	True	0.9472
5	26	20	2	3	True	0.96099
6	26	20	2	3	True	0.94033
7	26	20	2	3	True	0.95407
8	26	20	2	3	True	0.96332
9	26	20	2	3	True	0.95174
10	26	20	2	3	True	0.96321
20	26	20	2	3	True	0.96099
30	26	20	2	3	True	0.96321
40	26	20	2	3	True	0.96342
50	26	20	2	3	True	0.96327
100	26	20	2	3	True	0.96559
1	26	20	3	3	True	0.89704
2	26	20	3	3	True	0.91744
3	26	20	3	3	True	0.94942
4	26	20	3	3	True	0.94482
5	26	20	3	3	True	0.9426
6	26	20	3	3	True	0.9519
7	26	20	3	3	True	0.96094
8	26	20	3	3	True	0.94487
9	26	20	3	3	True	0.95412
10	26	20	3	3	True	0.95418
20	26	20	3	3	True	0.97252
30	26	20	3	3	True	0.96554
40	26	20	3	3	True	0.96559
50	26	20	3	3	True	0.97014
100	26	20	3	3	True	0.96327
1	26	20	4	3	True	0.91263
2	26	20	4	3	True	0.91062
3	26	20	4	3	True	0.92183
4	26	20	4	3	True	0.9472
5	26	20	4	3	True	0.94043
6	26	20	4	3	True	0.94249
7	26	20	4	3	True	0.94704
8	26	20	4	3	True	0.95634
9	26	20	4	3	True	0.95407
10	26	20	4	3	True	0.95872
20	26	20	4	3	True	0.9518
30	26	20	4	3	True	0.96332
40	26	20	4	3	True	0.97014
50	26	20	4	3	True	0.96792
100	26	20	4	3	True	0.96327
1	26	20	2	4	True	0.88758
2	26	20	2	4	True	0.92431
3	26	20	2	4	True	0.92209
4	26	20	2	4	True	0.92178
5	26	20	2	4	True	0.94033
6	26	20	2	4	True	0.9472
7	26	20	2	4	True	0.93578
8	26	20	2	4	True	0.94503
9	26	20	2	4	True	0.96099
10	26	20	2	4	True	0.95169
20	26	20	2	4	True	0.96554
30	26	20	2	4	True	0.96554
40	26	20	2	4	True	0.95407
50	26	20	2	4	True	0.9564
100	26	20	2	4	True	0.96332
1	26	20	3	4	True	0.89228
2	26	20	3	4	True	0.91966
3	26	20	3	4	True	0.9519
4	26	20	3	4	True	0.94249
5	26	20	3	4	True	0.93108
6	26	20	3	4	True	0.9518
7	26	20	3	4	True	0.94942
8	26	20	3	4	True	0.96094
9	26	20	3	4	True	0.96099
10	26	20	3	4	True	0.95169
20	26	20	3	4	True	0.95634
30	26	20	3	4	True	0.96321
40	26	20	3	4	True	0.95877
50	26	20	3	4	True	0.96554
100	26	20	3	4	True	0.96094
1	26	20	4	4	True	0.88959
2	26	20	4	4	True	0.92659
3	26	20	4	4	True	0.92637
4	26	20	4	4	True	0.93118
5	26	20	4	4	True	0.95872
6	26	20	4	4	True	0.93573
7	26	20	4	4	True	0.9473
8	26	20	4	4	True	0.96099
9	26	20	4	4	True	0.9518
10	26	20	4	4	True	0.96099
20	26	20	4	4	True	0.96105
30	26	20	4	4	True	0.96559
40	26	20	4	4	True	0.96094
50	26	20	4	4	True	0.95867
100	26	20	4	4	True	0.95402
1	28	20	2	1	True	0.89456
2	28	20	2	1	True	0.89456
3	28	20	2	1	True	0.92183
4	28	20	2	1	True	0.92659
