GAME_ID	MATCHUP	GAME_DATE	TEAM_ID	WL	TOV	TEAM_ABBREVIATION	FG_PCT	FG3_PCT	FT_PCT	REB	OREB	DREB	AST	STL	BLK	OFF_RATING	DEF_RATING	TS_PCT	ELO
21801220	ATL vs. IND	APR 10, 2019	1610612737	L	17	ATL	0.417	0.415	0.816	61	22	39	29	5	7	122.9	125.0	0.56	1193.0
21801202	ATL @ MIL	APR 07, 2019	1610612737	L	11	ATL	0.4	0.378	0.526	48	9	39	25	2	3	99.1	106.5	0.494	1195.0
21801181	ATL @ ORL	APR 05, 2019	1610612737	L	14	ATL	0.436	0.256	0.677	38	10	28	21	16	4	102.7	134.2	0.525	1205.0
21801168	ATL vs. PHI	APR 03, 2019	1610612737	W	11	ATL	0.522	0.333	0.786	44	11	33	29	7	7	126.2	118.4	0.623	1190.0
21801162	ATL @ SAS	APR 02, 2019	1610612737	L	11	ATL	0.457	0.353	0.65	43	11	32	26	13	2	108.8	113.6	0.54	1194.0
21801145	ATL vs. MIL	MAR 31, 2019	1610612737	W	9	ATL	0.441	0.361	0.588	58	15	43	36	10	10	114.3	115.4	0.542	1187.0
21801131	ATL vs. POR	MAR 29, 2019	1610612737	L	10	ATL	0.404	0.237	0.929	41	8	33	20	5	7	98.0	116.8	0.489	1197.0
21801113	ATL @ NOP	MAR 26, 2019	1610612737	W	16	ATL	0.454	0.373	0.885	41	9	32	30	13	4	115.0	105.3	0.599	1180.0
21801088	ATL vs. PHI	MAR 23, 2019	1610612737	W	12	ATL	0.462	0.319	0.762	49	15	34	28	8	7	117.3	116.5	0.56	1171.0
21801076	ATL vs. UTA	MAR 21, 2019	1610612737	W	16	ATL	0.471	0.475	0.696	43	9	34	26	8	5	110.4	108.6	0.602	1161.0
21801060	ATL vs. HOU	MAR 19, 2019	1610612737	L	19	ATL	0.464	0.375	0.8	45	8	37	30	6	1	104.0	119.8	0.579	1169.0
21801046	ATL @ ORL	MAR 17, 2019	1610612737	L	18	ATL	0.418	0.229	0.7	50	8	42	20	8	3	85.8	95.3	0.477	1174.0
21801034	ATL @ BOS	MAR 16, 2019	1610612737	L	17	ATL	0.43	0.375	0.792	50	19	31	27	11	5	114.3	122.9	0.543	1177.0
21801016	ATL vs. MEM	MAR 13, 2019	1610612737	W	11	ATL	0.505	0.378	0.786	51	15	36	35	9	9	130.7	109.9	0.605	1158.0
21800995	ATL vs. NOP	MAR 10, 2019	1610612737	W	9	ATL	0.49	0.459	0.833	56	10	46	30	4	5	123.1	112.6	0.604	1142.0
21800987	ATL vs. BKN	MAR 09, 2019	1610612737	L	10	ATL	0.371	0.195	0.813	57	18	39	22	7	2	102.8	105.6	0.47	1147.0
21800968	ATL vs. SAS	MAR 06, 2019	1610612737	L	14	ATL	0.391	0.302	0.792	47	11	36	21	8	2	100.0	105.7	0.507	1155.0
21800953	ATL @ MIA	MAR 04, 2019	1610612737	L	14	ATL	0.418	0.37	0.8	42	16	26	25	9	2	113.0	112.9	0.554	1157.0
21800946	ATL @ CHI	MAR 03, 2019	1610612737	W	13	ATL	0.472	0.5	0.643	46	11	35	30	10	5	118.3	114.6	0.607	1146.0
21800928	ATL vs. CHI	MAR 01, 2019	1610612737	L	20	ATL	0.496	0.367	0.68	59	9	50	33	11	8	111.0	117.5	0.601	1159.0
21800912	ATL vs. MIN	FEB 27, 2019	1610612737	W	12	ATL	0.426	0.414	0.844	65	18	47	32	1	6	115.9	107.0	0.537	1145.0
21800903	ATL @ HOU	FEB 25, 2019	1610612737	L	17	ATL	0.487	0.447	0.696	41	10	31	21	6	6	112.1	120.2	0.616	1148.0
21800883	ATL vs. PHX	FEB 23, 2019	1610612737	W	13	ATL	0.413	0.364	0.842	50	12	38	22	8	9	114.3	107.7	0.552	1142.0
21800877	ATL vs. DET	FEB 22, 2019	1610612737	L	18	ATL	0.489	0.476	0.842	47	10	37	21	6	4	119.6	122.5	0.633	1148.0
21800865	ATL vs. NYK	FEB 14, 2019	1610612737	L	12	ATL	0.363	0.263	0.789	41	10	31	19	8	4	93.8	108.2	0.458	1173.0
21800848	ATL vs. LAL	FEB 12, 2019	1610612737	W	20	ATL	0.435	0.381	0.808	47	6	41	29	8	6	105.4	102.7	0.566	1165.0
21800837	ATL vs. ORL	FEB 10, 2019	1610612737	L	11	ATL	0.463	0.406	0.84	33	5	28	27	5	6	110.2	125.3	0.593	1181.0
21800827	ATL vs. CHA	FEB 09, 2019	1610612737	L	18	ATL	0.535	0.424	0.737	36	10	26	26	10	3	120.0	129.0	0.636	1193.0
21800813	ATL vs. TOR	FEB 07, 2019	1610612737	L	17	ATL	0.45	0.457	0.52	42	8	34	25	5	3	103.1	120.2	0.555	1203.0
21800791	ATL @ WAS	FEB 04, 2019	1610612737	W	12	ATL	0.505	0.5	0.862	50	14	36	29	7	2	133.0	126.5	0.66	1187.0
21800784	ATL @ PHX	FEB 02, 2019	1610612737	W	24	ATL	0.512	0.438	0.692	53	16	37	21	6	5	118.0	112.0	0.618	1178.0
21800773	ATL @ UTA	FEB 01, 2019	1610612737	L	11	ATL	0.398	0.304	0.833	40	8	32	23	11	4	108.7	125.5	0.516	1183.0
21800762	ATL @ SAC	JAN 30, 2019	1610612737	L	20	ATL	0.442	0.348	0.84	36	9	27	24	7	3	105.6	125.0	0.582	1195.0
21800748	ATL @ LAC	JAN 28, 2019	1610612737	W	17	ATL	0.506	0.294	0.862	44	15	29	28	7	6	123.0	116.8	0.616	1181.0
21800734	ATL @ POR	JAN 26, 2019	1610612737	L	10	ATL	0.457	0.364	0.75	36	9	27	24	9	7	108.8	115.4	0.551	1185.0
21800712	ATL @ CHI	JAN 23, 2019	1610612737	W	17	ATL	0.5	0.375	0.762	51	16	35	31	11	2	121.0	100.0	0.61	1165.0
21800695	ATL vs. ORL	JAN 21, 2019	1610612737	L	13	ATL	0.453	0.3	0.696	44	9	35	23	5	3	106.2	124.5	0.536	1186.0
21800683	ATL vs. BOS	JAN 19, 2019	1610612737	L	20	ATL	0.435	0.293	0.929	49	13	36	28	8	6	101.9	109.7	0.535	1194.0
21800653	ATL vs. OKC	JAN 15, 2019	1610612737	W	18	ATL	0.622	0.486	0.75	44	10	34	36	8	4	130.3	117.8	0.732	1171.0
21800640	ATL vs. MIL	JAN 13, 2019	1610612737	L	24	ATL	0.406	0.316	0.8	54	18	36	19	3	5	101.8	119.8	0.522	1180.0
21800621	ATL @ PHI	JAN 11, 2019	1610612737	W	21	ATL	0.556	0.48	0.778	44	15	29	27	7	4	126.8	123.5	0.662	1170.0
21800609	ATL @ BKN	JAN 09, 2019	1610612737	L	19	ATL	0.364	0.171	0.88	52	18	34	17	8	6	92.6	107.4	0.455	1178.0
21800602	ATL @ TOR	JAN 08, 2019	1610612737	L	26	ATL	0.46	0.37	0.688	50	13	37	22	12	2	97.1	99.0	0.537	1180.0
21800587	ATL vs. MIA	JAN 06, 2019	1610612737	W	17	ATL	0.473	0.417	0.769	59	14	45	25	7	2	109.3	83.7	0.548	1154.0
21800572	ATL @ MIL	JAN 04, 2019	1610612737	L	21	ATL	0.435	0.341	0.686	31	5	26	26	11	3	99.1	127.4	0.558	1159.0
21800556	ATL @ WAS	JAN 02, 2019	1610612737	L	14	ATL	0.421	0.323	0.615	50	13	37	26	5	6	98.0	114.0	0.486	1170.0
21800542	ATL @ IND	DEC 31, 2018	1610612737	L	17	ATL	0.432	0.406	0.684	53	21	32	24	8	5	110.2	119.6	0.522	1173.0
21800529	ATL vs. CLE	DEC 29, 2018	1610612737	W	13	ATL	0.439	0.27	0.6	53	17	36	27	7	4	111.0	109.1	0.509	1169.0
21800522	ATL @ MIN	DEC 28, 2018	1610612737	W	23	ATL	0.47	0.457	0.65	58	17	41	32	10	6	111.8	107.1	0.565	1158.0
21800504	ATL vs. IND	DEC 26, 2018	1610612737	L	19	ATL	0.506	0.472	0.778	41	11	30	33	8	6	116.3	122.9	0.624	1164.0
21800486	ATL @ DET	DEC 23, 2018	1610612737	W	16	ATL	0.396	0.261	0.8	54	15	39	24	9	9	97.0	95.0	0.48	1153.0
21800472	ATL @ NYK	DEC 21, 2018	1610612737	W	16	ATL	0.473	0.345	0.75	54	15	39	29	4	1	110.7	103.9	0.561	1140.0
21800452	ATL vs. WAS	DEC 18, 2018	1610612737	W	23	ATL	0.468	0.375	0.821	49	13	36	23	4	5	113.5	104.8	0.614	1128.0
21800436	ATL @ BKN	DEC 16, 2018	1610612737	L	14	ATL	0.553	0.483	0.76	33	8	25	38	9	5	125.7	141.2	0.661	1136.0
21800420	ATL @ BOS	DEC 14, 2018	1610612737	L	24	ATL	0.419	0.421	0.625	44	16	28	27	10	5	100.0	118.3	0.54	1140.0
21800412	ATL @ DAL	DEC 12, 2018	1610612737	L	21	ATL	0.462	0.333	0.714	44	16	28	21	7	2	104.9	111.8	0.54	1143.0
21800380	ATL vs. DEN	DEC 08, 2018	1610612737	W	18	ATL	0.43	0.357	0.688	51	9	42	33	9	11	101.9	94.2	0.53	1126.0
21800357	ATL vs. WAS	DEC 05, 2018	1610612737	L	17	ATL	0.446	0.316	0.742	43	8	35	28	13	4	104.5	115.9	0.554	1140.0
21800344	ATL vs. GSW	DEC 03, 2018	1610612737	L	18	ATL	0.489	0.192	0.75	35	9	26	23	10	4	103.7	119.6	0.552	1152.0
21800325	ATL @ OKC	NOV 30, 2018	1610612737	L	21	ATL	0.448	0.306	0.6	42	14	28	26	15	3	100.9	114.8	0.52	1157.0
21800306	ATL @ CHA	NOV 28, 2018	1610612737	L	19	ATL	0.344	0.25	0.864	54	16	38	20	11	8	87.9	100.0	0.458	1163.0
21800302	ATL @ MIA	NOV 27, 2018	1610612737	W	24	ATL	0.475	0.387	0.844	46	10	36	22	13	7	105.5	103.7	0.611	1154.0
21800288	ATL vs. CHA	NOV 25, 2018	1610612737	W	15	ATL	0.532	0.41	0.727	41	9	32	34	5	9	119.2	118.3	0.627	1148.0
21800268	ATL vs. BOS	NOV 23, 2018	1610612737	L	20	ATL	0.432	0.171	0.69	40	5	35	22	9	7	90.6	107.5	0.512	1163.0
21800254	ATL vs. TOR	NOV 21, 2018	1610612737	L	9	ATL	0.452	0.278	0.778	34	9	25	24	10	7	105.9	121.6	0.535	1173.0
21800243	ATL vs. LAC	NOV 19, 2018	1610612737	L	14	ATL	0.446	0.316	0.895	51	16	35	29	6	6	109.2	115.5	0.544	1181.0
21800226	ATL @ IND	NOV 17, 2018	1610612737	L	18	ATL	0.356	0.276	0.704	41	5	36	20	15	6	84.0	90.7	0.45	1186.0
21800214	ATL @ DEN	NOV 15, 2018	1610612737	L	19	ATL	0.348	0.214	0.741	43	15	28	20	7	5	87.7	127.8	0.448	1199.0
21800201	ATL @ GSW	NOV 13, 2018	1610612737	L	14	ATL	0.449	0.375	0.733	42	10	32	25	9	2	103.0	107.8	0.539	1203.0
21800189	ATL @ LAL	NOV 11, 2018	1610612737	L	17	ATL	0.432	0.351	0.846	44	10	34	25	11	4	100.0	100.9	0.526	1205.0
21800169	ATL vs. DET	NOV 09, 2018	1610612737	L	16	ATL	0.456	0.25	0.75	53	9	44	17	6	2	103.8	118.1	0.564	1222.0
21800155	ATL vs. NYK	NOV 07, 2018	1610612737	L	17	ATL	0.402	0.289	0.759	45	15	30	26	5	9	102.9	106.7	0.511	1232.0
21800149	ATL @ CHA	NOV 06, 2018	1610612737	L	22	ATL	0.482	0.2	0.778	37	7	30	22	13	9	96.2	105.6	0.549	1239.0
21800128	ATL vs. MIA	NOV 03, 2018	1610612737	W	16	ATL	0.523	0.406	0.783	37	8	29	33	11	7	120.6	118.0	0.627	1231.0
21800114	ATL vs. SAC	NOV 01, 2018	1610612737	L	22	ATL	0.483	0.258	0.676	43	10	33	26	6	6	101.8	130.4	0.564	1256.0
21800097	ATL @ CLE	OCT 30, 2018	1610612737	L	22	ATL	0.537	0.429	0.647	39	6	33	25	6	8	106.5	125.9	0.637	1274.0
21800088	ATL @ PHI	OCT 29, 2018	1610612737	L	13	ATL	0.372	0.216	0.667	47	10	37	20	10	3	83.6	103.7	0.446	1288.0
21800076	ATL vs. CHI	OCT 27, 2018	1610612737	L	22	ATL	0.321	0.3	0.826	48	11	37	20	9	8	80.2	89.8	0.452	1307.0
21800052	ATL vs. DAL	OCT 24, 2018	1610612737	W	15	ATL	0.407	0.395	0.71	54	10	44	28	6	6	100.9	92.9	0.53	1299.0
21800036	ATL @ CLE	OCT 21, 2018	1610612737	W	12	ATL	0.49	0.468	0.789	44	9	35	32	9	7	125.5	105.7	0.625	1274.0
21800020	ATL @ MEM	OCT 19, 2018	1610612737	L	19	ATL	0.494	0.467	0.583	40	11	29	27	9	5	110.4	122.4	0.592	1286.0
21800007	ATL @ NYK	OCT 17, 2018	1610612737	L	24	ATL	0.456	0.278	0.833	45	7	38	19	7	3	94.7	112.5	0.546	1300.0
21801211	BOS @ WAS	APR 09, 2019	1610612738	W	5	BOS	0.455	0.341	0.478	50	13	37	27	10	3	111.5	104.8	0.532	1377.0
21801203	BOS vs. ORL	APR 07, 2019	1610612738	L	13	BOS	0.472	0.387	0.857	39	6	33	28	9	4	104.9	112.6	0.567	1392.0
21801183	BOS @ IND	APR 05, 2019	1610612738	W	11	BOS	0.522	0.259	0.875	49	7	42	27	7	6	117.0	99.0	0.591	1369.0
21801170	BOS @ MIA	APR 03, 2019	1610612738	W	11	BOS	0.475	0.375	0.871	42	6	36	25	8	7	113.1	105.2	0.598	1355.0
21801153	BOS vs. MIA	APR 01, 2019	1610612738	W	12	BOS	0.396	0.425	0.875	49	14	35	25	8	2	111.1	105.0	0.542	1349.0
21801137	BOS @ BKN	MAR 30, 2019	1610612738	L	15	BOS	0.422	0.4	0.783	39	7	32	19	8	7	96.0	108.9	0.515	1364.0
21801130	BOS vs. IND	MAR 29, 2019	1610612738	W	14	BOS	0.512	0.481	0.765	43	7	36	27	8	5	116.3	115.5	0.61	1360.0
21801108	BOS @ CLE	MAR 26, 2019	1610612738	W	10	BOS	0.505	0.4	0.737	46	11	35	23	8	3	117.2	108.2	0.584	1353.0
21801100	BOS vs. SAS	MAR 24, 2019	1610612738	L	8	BOS	0.404	0.2	0.813	45	11	34	23	4	2	99.0	118.6	0.475	1376.0
21801087	BOS @ CHA	MAR 23, 2019	1610612738	L	10	BOS	0.473	0.442	0.667	42	7	35	31	6	8	115.8	124.0	0.587	1388.0
21801067	BOS @ PHI	MAR 20, 2019	1610612738	L	8	BOS	0.469	0.375	0.813	46	10	36	22	1	3	117.3	119.2	0.558	1393.0
21801052	BOS vs. DEN	MAR 18, 2019	1610612738	L	12	BOS	0.419	0.308	0.789	37	12	25	24	12	5	105.0	112.9	0.518	1408.0
21801034	BOS vs. ATL	MAR 16, 2019	1610612738	W	14	BOS	0.473	0.361	0.757	46	11	35	30	10	7	122.9	114.3	0.59	1405.0
21801022	BOS vs. SAC	MAR 14, 2019	1610612738	W	13	BOS	0.505	0.321	0.731	52	10	42	32	7	2	114.5	109.1	0.581	1401.0
21801006	BOS @ LAC	MAR 11, 2019	1610612738	L	13	BOS	0.484	0.389	0.684	29	7	22	26	11	4	109.5	134.6	0.579	1422.0
21800989	BOS @ LAL	MAR 09, 2019	1610612738	W	13	BOS	0.516	0.368	0.714	43	6	37	32	6	5	117.6	105.9	0.605	1412.0
21800973	BOS @ SAC	MAR 06, 2019	1610612738	W	17	BOS	0.506	0.394	0.857	35	3	32	26	11	1	109.9	105.8	0.629	1407.0
21800964	BOS @ GSW	MAR 05, 2019	1610612738	W	11	BOS	0.51	0.412	0.941	46	9	37	38	12	5	120.8	89.6	0.618	1369.0
21800945	BOS vs. HOU	MAR 03, 2019	1610612738	L	13	BOS	0.481	0.286	0.759	44	8	36	23	7	0	109.5	119.8	0.579	1385.0
21800931	BOS vs. WAS	MAR 01, 2019	1610612738	W	12	BOS	0.447	0.286	0.765	46	11	35	26	12	3	101.9	91.4	0.527	1379.0
21800913	BOS vs. POR	FEB 27, 2019	1610612738	L	16	BOS	0.465	0.179	0.7	41	8	33	20	5	4	93.9	100.0	0.509	1389.0
21800909	BOS @ TOR	FEB 26, 2019	1610612738	L	14	BOS	0.384	0.2	0.821	47	10	37	24	6	4	96.0	118.0	0.483	1402.0
21800889	BOS @ CHI	FEB 23, 2019	1610612738	L	7	BOS	0.489	0.345	0.762	32	6	26	26	6	7	116.0	126.0	0.573	1422.0
21800870	BOS @ MIL	FEB 21, 2019	1610612738	L	7	BOS	0.382	0.35	0.833	50	12	38	19	11	9	97.0	97.0	0.463	1424.0
21800855	BOS vs. DET	FEB 13, 2019	1610612738	W	16	BOS	0.511	0.41	0.8	47	10	37	32	8	2	116.8	110.0	0.624	1419.0
21800849	BOS @ PHI	FEB 12, 2019	1610612738	W	5	BOS	0.466	0.448	0.81	41	8	33	24	9	3	115.5	113.5	0.576	1410.0
21800829	BOS vs. LAC	FEB 09, 2019	1610612738	L	12	BOS	0.424	0.346	0.806	45	8	37	21	9	3	101.8	111.8	0.53	1431.0
21800814	BOS vs. LAL	FEB 07, 2019	1610612738	L	8	BOS	0.489	0.421	1.0	48	11	37	35	7	5	125.5	129.0	0.623	1438.0
21800797	BOS @ CLE	FEB 05, 2019	1610612738	W	13	BOS	0.488	0.346	1.0	42	8	34	29	10	10	109.6	103.2	0.584	1435.0
21800788	BOS vs. OKC	FEB 03, 2019	1610612738	W	14	BOS	0.593	0.382	0.765	38	5	33	36	8	6	125.2	121.7	0.68	1429.0
21800771	BOS @ NYK	FEB 01, 2019	1610612738	W	7	BOS	0.46	0.351	0.8	43	11	32	25	11	7	113.0	98.0	0.541	1424.0
21800756	BOS vs. CHA	JAN 30, 2019	1610612738	W	10	BOS	0.556	0.414	0.875	53	12	41	34	10	7	134.0	97.9	0.649	1413.0
21800746	BOS vs. BKN	JAN 28, 2019	1610612738	W	17	BOS	0.45	0.325	0.9	52	16	36	29	11	16	108.7	102.0	0.536	1406.0
21800732	BOS vs. GSW	JAN 26, 2019	1610612738	L	14	BOS	0.414	0.375	0.933	49	15	34	23	6	4	108.8	110.6	0.526	1414.0
21800707	BOS vs. CLE	JAN 23, 2019	1610612738	W	14	BOS	0.523	0.48	0.913	43	9	34	25	12	5	121.8	103.0	0.64	1411.0
21800698	BOS vs. MIA	JAN 21, 2019	1610612738	W	19	BOS	0.494	0.4	0.9	36	8	28	26	13	7	108.1	99.0	0.585	1405.0
21800683	BOS @ ATL	JAN 19, 2019	1610612738	W	15	BOS	0.443	0.375	0.92	43	11	32	19	10	8	109.7	101.9	0.571	1397.0
21800671	BOS vs. MEM	JAN 18, 2019	1610612738	W	17	BOS	0.512	0.447	0.773	52	10	42	29	5	9	122.0	117.2	0.638	1393.0
21800658	BOS vs. TOR	JAN 16, 2019	1610612738	W	14	BOS	0.5	0.467	0.846	49	14	35	32	7	6	119.4	110.2	0.599	1382.0
21800645	BOS @ BKN	JAN 14, 2019	1610612738	L	10	BOS	0.407	0.306	0.739	41	10	31	21	10	8	104.1	110.1	0.504	1393.0
21800632	BOS @ ORL	JAN 12, 2019	1610612738	L	8	BOS	0.422	0.25	0.679	46	10	36	19	7	3	103.0	107.1	0.503	1400.0
21800617	BOS @ MIA	JAN 10, 2019	1610612738	L	10	BOS	0.404	0.353	0.882	37	9	28	20	5	8	104.2	119.8	0.513	1418.0
21800607	BOS vs. IND	JAN 09, 2019	1610612738	W	13	BOS	0.568	0.438	0.875	48	9	39	32	7	7	132.4	103.8	0.685	1399.0
21800592	BOS vs. BKN	JAN 07, 2019	1610612738	W	13	BOS	0.505	0.375	0.833	43	6	37	37	13	2	109.4	90.5	0.59	1389.0
21800566	BOS vs. DAL	JAN 04, 2019	1610612738	W	12	BOS	0.438	0.467	0.818	53	14	39	35	12	4	114.0	93.0	0.565	1377.0
21800558	BOS vs. MIN	JAN 02, 2019	1610612738	W	16	BOS	0.592	0.4	0.867	33	3	30	34	10	9	118.6	107.4	0.696	1369.0
21800545	BOS @ SAS	DEC 31, 2018	1610612738	L	12	BOS	0.489	0.324	0.7	40	9	31	30	5	8	114.4	121.2	0.573	1379.0
21800531	BOS @ MEM	DEC 29, 2018	1610612738	W	17	BOS	0.5	0.444	0.889	36	7	29	29	10	4	116.7	108.4	0.637	1366.0
21800512	BOS @ HOU	DEC 27, 2018	1610612738	L	11	BOS	0.469	0.387	0.806	37	6	31	28	9	3	116.5	129.6	0.597	1379.0
21800499	BOS vs. PHI	DEC 25, 2018	1610612738	W	9	BOS	0.417	0.341	0.85	55	13	42	21	8	4	106.1	100.9	0.518	1371.0
21800488	BOS vs. CHA	DEC 23, 2018	1610612738	W	14	BOS	0.5	0.333	0.8	47	11	36	30	8	4	122.7	106.2	0.613	1361.0
21800473	BOS vs. MIL	DEC 21, 2018	1610612738	L	5	BOS	0.385	0.294	0.75	36	9	27	22	13	3	105.9	120.0	0.501	1377.0
21800458	BOS vs. PHX	DEC 19, 2018	1610612738	L	16	BOS	0.447	0.385	0.857	37	9	28	26	13	15	106.2	113.3	0.565	1397.0
21800431	BOS @ DET	DEC 15, 2018	1610612738	L	14	BOS	0.415	0.273	0.739	44	12	32	19	11	4	99.0	107.6	0.499	1411.0
21800420	BOS vs. ATL	DEC 14, 2018	1610612738	W	21	BOS	0.484	0.487	0.9	47	13	34	28	15	9	118.3	100.0	0.621	1407.0
21800409	BOS @ WAS	DEC 12, 2018	1610612738	W	13	BOS	0.452	0.289	1.0	50	14	36	20	6	2	118.2	111.6	0.565	1400.0
21800393	BOS vs. NOP	DEC 10, 2018	1610612738	W	13	BOS	0.489	0.308	0.684	51	14	37	23	8	5	113.0	100.0	0.574	1391.0
21800383	BOS @ CHI	DEC 08, 2018	1610612738	W	7	BOS	0.538	0.512	0.733	54	13	41	34	10	4	141.5	81.9	0.668	1369.0
21800365	BOS vs. NYK	DEC 06, 2018	1610612738	W	9	BOS	0.533	0.342	0.85	46	7	39	32	8	6	124.3	99.0	0.635	1359.0
21800335	BOS @ MIN	DEC 01, 2018	1610612738	W	14	BOS	0.471	0.386	1.0	40	7	33	30	9	3	116.8	109.0	0.626	1345.0
21800319	BOS vs. CLE	NOV 30, 2018	1610612738	W	10	BOS	0.533	0.548	0.813	47	12	35	30	4	4	132.0	97.9	0.646	1334.0
21800298	BOS @ NOP	NOV 26, 2018	1610612738	W	13	BOS	0.495	0.487	0.9	42	14	28	27	14	4	125.3	109.2	0.611	1313.0
21800283	BOS @ DAL	NOV 24, 2018	1610612738	L	17	BOS	0.477	0.357	0.923	42	9	33	19	8	3	106.1	115.3	0.567	1322.0
21800268	BOS @ ATL	NOV 23, 2018	1610612738	W	16	BOS	0.462	0.325	0.81	43	7	36	31	11	7	107.5	90.6	0.569	1307.0
21800255	BOS vs. NYK	NOV 21, 2018	1610612738	L	8	BOS	0.392	0.303	0.719	50	15	35	30	10	9	104.8	114.7	0.491	1324.0
21800239	BOS @ CHA	NOV 19, 2018	1610612738	L	12	BOS	0.506	0.281	0.722	41	8	33	31	9	6	110.9	114.7	0.578	1331.0
21800229	BOS vs. UTA	NOV 17, 2018	1610612738	L	14	BOS	0.385	0.152	0.55	51	17	34	16	11	4	89.6	102.1	0.431	1350.0
21800216	BOS vs. TOR	NOV 16, 2018	1610612738	W	18	BOS	0.528	0.346	0.833	46	9	37	25	9	6	110.8	104.5	0.618	1341.0
21800204	BOS vs. CHI	NOV 14, 2018	1610612738	W	13	BOS	0.467	0.441	0.857	51	8	43	27	12	5	106.7	79.6	0.577	1329.0
21800188	BOS @ POR	NOV 11, 2018	1610612738	L	12	BOS	0.387	0.333	0.8	42	11	31	19	11	5	96.9	103.1	0.483	1335.0
21800172	BOS @ UTA	NOV 09, 2018	1610612738	L	8	BOS	0.443	0.395	0.909	28	5	23	31	11	3	117.3	124.2	0.589	1345.0
21800164	BOS @ PHX	NOV 08, 2018	1610612738	W	16	BOS	0.402	0.378	0.774	56	17	39	21	6	6	105.5	100.0	0.524	1336.0
21800145	BOS @ DEN	NOV 05, 2018	1610612738	L	12	BOS	0.506	0.29	0.833	40	7	33	22	9	9	110.3	118.6	0.58	1344.0
21800127	BOS @ IND	NOV 03, 2018	1610612738	L	14	BOS	0.432	0.413	0.667	45	10	35	23	6	8	104.1	105.2	0.549	1347.0
21800115	BOS vs. MIL	NOV 01, 2018	1610612738	W	12	BOS	0.446	0.436	0.846	42	8	34	30	5	8	114.7	111.9	0.599	1340.0
21800099	BOS vs. DET	OCT 30, 2018	1610612738	W	14	BOS	0.44	0.29	0.781	46	8	38	25	8	4	102.9	101.9	0.551	1335.0
21800074	BOS @ DET	OCT 27, 2018	1610612738	W	13	BOS	0.453	0.412	0.68	54	8	46	25	4	8	106.9	88.1	0.562	1311.0
21800065	BOS @ OKC	OCT 25, 2018	1610612738	W	11	BOS	0.384	0.344	0.727	45	10	35	19	7	1	99.0	94.1	0.502	1300.0
21800040	BOS vs. ORL	OCT 22, 2018	1610612738	L	12	BOS	0.407	0.225	0.778	51	9	42	21	6	3	94.7	95.9	0.474	1309.0
21800028	BOS @ NYK	OCT 20, 2018	1610612738	W	15	BOS	0.402	0.36	0.848	47	11	36	21	8	2	100.0	99.0	0.534	1302.0
21800019	BOS @ TOR	OCT 19, 2018	1610612738	L	14	BOS	0.404	0.389	0.7	49	16	33	29	4	6	102.0	113.0	0.488	1313.0
21800001	BOS vs. PHI	OCT 16, 2018	1610612738	W	14	BOS	0.433	0.297	0.714	55	12	43	21	7	5	100.0	82.1	0.509	1300.0
21801209	CLE vs. CHA	APR 09, 2019	1610612739	L	14	CLE	0.449	0.367	0.75	41	14	27	24	3	2	105.4	134.8	0.524	1071.0
21801196	CLE vs. SAS	APR 07, 2019	1610612739	L	17	CLE	0.392	0.276	0.741	35	10	25	16	14	1	91.8	114.3	0.495	1080.0
21801191	CLE @ GSW	APR 05, 2019	1610612739	L	5	CLE	0.443	0.233	0.913	48	12	36	21	9	1	112.9	121.2	0.532	1081.0
21801178	CLE @ SAC	APR 04, 2019	1610612739	L	20	CLE	0.543	0.44	0.556	50	10	40	20	3	1	105.1	118.2	0.612	1086.0
21801160	CLE @ PHX	APR 01, 2019	1610612739	L	9	CLE	0.455	0.364	0.682	48	18	30	17	5	3	115.3	125.8	0.52	1097.0
21801136	CLE @ LAC	MAR 30, 2019	1610612739	L	11	CLE	0.446	0.13	0.821	36	14	22	18	11	0	106.9	132.0	0.518	1102.0
21801129	CLE @ SAS	MAR 28, 2019	1610612739	L	14	CLE	0.489	0.414	0.8	49	14	35	18	6	1	113.4	122.1	0.571	1104.0
21801108	CLE vs. BOS	MAR 26, 2019	1610612739	L	14	CLE	0.487	0.321	0.76	36	3	33	24	4	1	108.2	117.2	0.582	1111.0
21801096	CLE @ MIL	MAR 24, 2019	1610612739	L	12	CLE	0.427	0.268	0.706	45	12	33	23	6	1	102.9	124.5	0.507	1113.0
21801081	CLE vs. LAC	MAR 22, 2019	1610612739	L	13	CLE	0.478	0.387	0.769	41	8	33	14	7	2	110.2	112.2	0.564	1116.0
21801065	CLE vs. MIL	MAR 20, 2019	1610612739	W	11	CLE	0.419	0.282	0.75	54	13	41	18	4	6	108.1	101.0	0.517	1101.0
21801050	CLE vs. DET	MAR 18, 2019	1610612739	W	8	CLE	0.582	0.5	0.852	36	5	31	22	6	3	135.5	125.3	0.693	1086.0
21801037	CLE @ DAL	MAR 16, 2019	1610612739	L	6	CLE	0.465	0.395	0.955	33	6	27	20	1	0	126.1	131.5	0.606	1091.0
21801021	CLE @ ORL	MAR 14, 2019	1610612739	L	15	CLE	0.407	0.226	0.933	43	8	35	13	4	4	92.9	123.7	0.491	1098.0
21801008	CLE @ PHI	MAR 12, 2019	1610612739	L	7	CLE	0.396	0.342	0.75	37	9	28	14	8	2	98.0	105.0	0.474	1100.0
