TEAM_ABBREVIATION	COMMENT
WAS	His the best player on the team
WAS	Nickie Dabarbie you have the diciest comment here..!!
WAS	Trahtman Igor Gur really
WAS	Nickie Dabarbie one of the most nicest..!
WAS	Trahtman Igor Gur that's cool
WAS	King Deni! Great player, even greater soul 💙💙💙
	I thought it's Klay Thompson first glance
WAS	Great player and will be even greater
WAS	The bast player on this team👏🏼
WAS	Great player, very intelligent
WAS	Great player!
WAS	Great young player!
	🇮🇱🇮🇱💪💪
WAS	8🖤❤️💪🇮🇱
WAS	Next year Deni Avdija will be an all star !
	🇮🇱❤️💪🏽
WAS	💪🏼💪🏼💪🏼
WAS	🔥🔥
	👏🏼👏🏼🇮🇱
WAS	🔥🔥🔥
WAS	💪
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱
	🇮🇱🪬💪🏻
WAS	💙🤍
WAS	👑👑👑👑👑👑👑👑👑👑👑
WAS	👑👑
WAS	👑👑👑
WAS	👏👏
WAS	👏👏👏
WAS	🔥🔥🔥
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱❤️❤️❤️❤️❤️❤️❤️❤️
	🇮🇱🦾🇮🇱🦾🇮🇱♥️❤️♥️❤️
	🇮🇱❤️
WAS	👑💫👑
WAS	👑
WAS	Yay Deni, we love you 💙🇮🇱💙🇮🇱✨✨✨
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱
	Go Israel🇮🇱❤️🇮🇱
WAS	Avdija has a winner’s mentality
	Thulani Mabaso and you said it.😭😭🤣
	God bless 🇮🇱🇮🇱🇮🇱
WAS	Deni 🫡
	5 grands for the first 5 people to hit me up with God is Good
	👏🇮🇱🥇🏀
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱
	🇮🇱🙏🇺🇸
	Sammy Belmont
WAS	👏👏👏👏
	🇮🇱🇮🇱🙌🙌🙏💙
	We love you 🇮🇱🇮🇱
WAS	Hart Dan
	🇮🇱🇮🇱🇮🇱
	🇮🇱🇮🇱🇮🇱
	🇮🇱🇮🇱🇮🇱🇮🇱💪💪
WAS	Good Win For The Wizards
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱
	Toronto Raptors Vs Washington Wizards
	🇮🇱🇮🇱🇮🇱💪💪💪
WAS	Hard work pays off! Yalla Deni! 🇮🇱
	THIS IS MY WAY OF HELPING OUT THOSE FACING CHALLENGES THIS MARCH, I’ll SUPPORT 7 INDIVIDUALS WITH 5 GRANDS just message me with  “PEACE OF MIND” 🫂❤️ 🎉🏆
	🫡🫡🇮🇱🇮🇱🫡🫡
	Bounce Back Raptors 😭
	Am Israel Hai.Thank you Dany
WAS	Super man 🙌✨️🙌
WAS	Jp3 with 12 assist😳😳😳😳
WAS	HOT!
WAS	The best 🏀
	🇮🇱✌️🇺🇸
WAS	King Danny
WAS	Deni 👑
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱
	🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱 🇮🇱
	🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱
