TEAM_ABBREVIATION	COMMENT
NOP	Herbert Keyshawn Jones!!! #notonHerb
SPAM	Zenovia Dardar Wallis https://www.facebook.com/groups/2024nbaallstargame
NOP	Pelicans best defender 🔥🔥🔥
NOP	What does 3pm mean?
	Elijah Binz 3 pt made
	Elijah Binz 3 pointers made
	Elijah Binz there’s no way you just asked that
NOP	back to back wins for the  #pels!!! #wizards suffered their 7th straight lose 🙁
	New Orleans Pelicans Vs Memphis Grizzlies
NOP	Herb Jones
	HOW MANY coaches have been ejected this year already, HOW MANY coaches have been fined. The NBA has ZERO INTREGITY. 
NOP	Zion what are u doing bro ? Happy for the win but 15 points
	Cyron D'Jontae Quinones he was getting double and tripled teamed all night.
NOP	Goat
	Elilita tsy nalefanay ndray Herb Jones fa bandy milay 😙😂
	Fifaliana réf mb tsaratsara stat de milay tampoka 😂
	Putang ina mo Ingram Di ka maasahan sa puntusan Bobo! Translate mo to para malaman mo gaanu ka katanga! King ina mo!
SPAM	"I'm Giving out 5 Grand To The First (10) People To Message Me With ""FRIENDS ON FRIENDS Cus"
SPAM	https://www.facebook.com/groups/2024nbaallstargame
NOP	Herbalife
