Game_ID	GAME_DATE	Team_ID_x	WL_x	PTS_x	MATCHUP	Team_ID_y	WL_y	PTS_y	ELO_x	ELO_y
22200001	2022-10-18	1610612738	W	126	BOS vs. PHI	1610612755	L	117	1673.0	1574.0
22200002	2022-10-18	1610612744	W	123	GSW vs. LAL	1610612747	L	109	1583.0	1439.0
22200003	2022-10-19	1610612753	L	109	ORL @ DET	1610612765	W	113	1364.0	1391.0
22200004	2022-10-19	1610612754	L	107	IND vs. WAS	1610612764	W	114	1395.0	1439.0
22200005	2022-10-19	1610612737	W	117	ATL vs. HOU	1610612745	L	107	1546.0	1349.0
22200006	2022-10-19	1610612740	W	130	NOP @ BKN	1610612751	L	108	1511.0	1532.0
22200007	2022-10-19	1610612741	W	116	CHI @ MIA	1610612748	L	108	1469.0	1572.0
22200008	2022-10-19	1610612739	L	105	CLE @ TOR	1610612761	W	108	1494.0	1576.0
22200009	2022-10-19	1610612752	L	112	NYK @ MEM	1610612763	W	115	1518.0	1602.0
22200010	2022-10-19	1610612750	W	115	MIN vs. OKC	1610612760	L	108	1544.0	1365.0
22200011	2022-10-19	1610612759	L	102	SAS vs. CHA	1610612766	W	129	1494.0	1535.0
22200012	2022-10-19	1610612743	L	102	DEN @ UTA	1610612762	W	123	1537.0	1566.0
22200013	2022-10-19	1610612742	L	105	DAL @ PHX	1610612756	W	107	1572.0	1628.0
22200014	2022-10-19	1610612757	W	115	POR @ SAC	1610612758	L	108	1314.0	1412.0
22200015	2022-10-20	1610612749	W	90	MIL @ PHI	1610612755	L	88	1554.0	1570.0
22200016	2022-10-20	1610612746	W	103	LAC @ LAL	1610612747	L	97	1525.0	1435.0
22200017	2022-10-21	1610612740	W	124	NOP @ CHA	1610612766	L	112	1537.0	1560.0
22200018	2022-10-21	1610612754	L	134	IND vs. SAS	1610612759	W	137	1385.0	1469.0
22200019	2022-10-21	1610612741	L	100	CHI @ WAS	1610612764	W	102	1486.0	1449.0
22200020	2022-10-21	1610612737	W	108	ATL vs. ORL	1610612753	L	98	1549.0	1360.0
