GAME_ID	TEAM_ID	SENTIMENT
22300567	1610612756	0.6392415565546536
22300567	1610612758	0.2951555940561072
22300658	1610612739	0.626676781604482
22300658	1610612746	0.408076231092157
22300659	1610612738	0.5536349703471714
22300659	1610612740	0.5548077563803558
22300677	1610612751	0.7151329379622843
22300677	1610612756	0.5960904519067572
22300680	1610612750	0.4906876790830946
22300680	1610612742	0.4763776904111415
22300681	1610612759	0.408076231092157
22300681	1610612753	0.5725550298749473
22300686	1610612762	0.35663357100019993
22300686	1610612755	0.4411691210768308
22300687	1610612763	0.5084071877568246
22300687	1610612739	0.5918571333377758
22300688	1610612765	0.408076231092157
22300688	1610612746	0.571261411341374
22300689	1610612764	0.6275737988938496
22300689	1610612748	0.35104570248169903
22300690	1610612737	0.5599683110844569
22300690	1610612756	0.408076231092157
22300692	1610612745	0.5121890486194162
22300692	1610612761	0.408076231092157
22300694	1610612750	0.5773305790631039
22300694	1610612753	0.7549699029341862
22300695	1610612760	0.570771735095051
22300695	1610612766	0.8809222362897314
22300696	1610612759	0.35269096643788456
22300696	1610612740	0.573760816380927
22300698	1610612755	0.408076231092157
22300698	1610612751	0.6581373136980521
22300700	1610612741	0.408076231092157
22300700	1610612758	0.5235683665083278
22300702	1610612742	0.47973168077119566
22300702	1610612749	0.4927744830190356
22300703	1610612759	0.20785855489660382
22300703	1610612739	0.4308989138402079
22300704	1610612765	0.6598420736989405
22300704	1610612753	0.7241668173899799
22300705	1610612764	0.0
22300705	1610612756	0.6446075164923035
22300706	1610612738	0.6929521778725484
22300706	1610612763	0.21083494369294334
22300707	1610612766	0.5428799893383088
22300707	1610612754	0.7053624975011661
22300709	1610612750	0.5960456548848633
22300709	1610612745	0.408076231092157
22300710	1610612760	0.5215428202471031
22300710	1610612761	0.1812487505830613
22300711	1610612762	0.5743259206309783
22300711	1610612749	0.4430701570036547
22300712	1610612743	0.5789594485536379
22300712	1610612757	0.408076231092157
22300714	1610612739	0.5834610515092957
22300714	1610612758	0.41533950822949295
22300715	1610612755	0.46357033384420604
22300715	1610612742	0.5734532218298127
22300718	1610612740	0.4935696674885054
22300718	1610612761	0.408076231092157
22300719	1610612754	0.9075542524599631
22300719	1610612745	0.49786766175784636
22300720	1610612751	0.5548077563803558
22300720	1610612742	0.5407245849372857
22300721	1610612748	0.5667252717962387
22300721	1610612753	0.408076231092157
22300723	1610612741	0.5852824237578019
22300723	1610612750	0.3994802425534751
22300724	1610612762	0.6944725794629174
22300724	1610612760	0.34859732125008336
22300725	1610612756	0.6340830419488449
22300725	1610612749	0.4242439947777457
22300727	1610612755	0.6889784767108682
22300727	1610612744	0.6579547430711197
22300728	1610612764	0.9424935030319184
22300728	1610612739	0.48777237289265013
22300729	1610612738	0.5572914458101371
22300729	1610612737	0.408076231092157
22300730	1610612748	0.45775607746687913
22300730	1610612759	0.408076231092157
22300731	1610612746	0.5353634970347172
22300731	1610612740	0.6621322747797059
22300732	1610612758	0.31621909775438134
22300732	1610612765	0.5591357366562271
22300734	1610612753	0.7454076986295284
22300734	1610612759	0.408076231092157
22300735	1610612751	0.408076231092157
22300735	1610612739	0.54976566491193
22300736	1610612752	0.7767042047044712
22300736	1610612742	0.5490295005188055
22300737	1610612763	0.408076231092157
22300737	1610612741	0.7127007396548277
22300738	1610612749	0.4191983135142994
22300738	1610612750	0.38843539681481976
22300739	1610612756	0.5233361686115108
22300739	1610612762	0.408076231092157
22300742	1610612755	0.2939113262295777
22300742	1610612737	0.47388996246196224
22300744	1610612761	0.6502156136660036
22300744	1610612745	0.724795095622043
22300745	1610612749	0.5329096421669888
22300745	1610612766	0.2918193731814043
22300749	1610612746	0.808469380955554
22300749	1610612765	0.5803291797161325
22300750	1610612751	0.408076231092157
22300750	1610612759	0.5986539614846405
22300751	1610612766	0.28426734190711006
22300751	1610612763	0.408076231092157
22300752	1610612753	0.4289664823082562
22300752	1610612741	0.6474045445458786
22300753	1610612764	0.408076231092157
22300753	1610612755	0.408076231092157
22300754	1610612737	0.5212012172097465
22300754	1610612745	0.408076231092157
22300755	1610612752	0.6065835943226494
22300755	1610612754	0.5628973145865263
22300756	1610612761	0.6382354901046179
22300756	1610612739	0.5811327262963559
22300758	1610612757	0.408076231092157
22300758	1610612740	0.507929632838009
22300760	1610612760	0.5251200233541807
22300760	1610612758	0.7653761577930299
22300761	1610612766	0.7111570156149353
22300761	1610612754	0.4359632171653229
22300762	1610612739	0.408076231092157
22300762	1610612755	0.581995068967815
22300763	1610612737	0.408076231092157
22300763	1610612741	0.6423553066539962
22300765	1610612745	0.6471779836076498
22300765	1610612752	0.5057068606079068
22300766	1610612763	0.408076231092157
22300766	1610612740	0.48880522422869327
22300767	1610612749	0.46922547255725106
22300767	1610612743	0.585526754181382
22300768	1610612742	0.6151593024704414
22300768	1610612764	0.6314719797427867
22300770	1610612746	0.4470447124675152
22300770	1610612750	0.595086737300371
22300771	1610612751	0.9263676950756314
22300771	1610612738	0.5332127058654679
22300772	1610612753	1.0
22300772	1610612760	0.5454275184401126
22300774	1610612756	0.7362944911422289
22300774	1610612758	0.41110148597321255
22300775	1610612757	0.408076231092157
22300775	1610612750	0.4333614010431496
22300777	1610612766	0.7222581842759095
22300777	1610612737	0.26740854268008263
22300778	1610612753	0.5658849399691909
22300778	1610612752	0.5517980497989827
22300779	1610612755	0.408076231092157
22300779	1610612748	0.6078614293721754
22300780	1610612738	0.5236156460318518
22300780	1610612751	0.408076231092157
22300781	1610612739	0.5446495339212072
22300781	1610612741	0.6889451589258346
22300782	1610612761	0.549543546345039
22300782	1610612754	0.6049137853315512
22300784	1610612740	0.5536628361310176
22300784	1610612764	0.3514359965349504
22300785	1610612742	0.6216816767559754
22300785	1610612759	0.48830545745318854
22300786	1610612743	0.39561537948957154
22300786	1610612758	0.516687084488777
22300787	1610612756	0.6377764450663764
22300787	1610612765	0.19146620466004757
22300791	1610612757	0.469647497834344
22300791	1610612750	0.5885630184174921
22300792	1610612739	0.408076231092157
22300792	1610612753	0.6620614083797931
22300793	1610612754	0.408076231092157
22300793	1610612765	0.4737566913218276
22300794	1610612755	0.7427866995402146
22300794	1610612752	0.5726375310569354
22300795	1610612761	0.7231534374867485
22300795	1610612751	0.408076231092157
22300797	1610612741	0.408076231092157
22300797	1610612738	0.5503987028275694
22300798	1610612740	0.5265054085871038
22300798	1610612745	0.408076231092157
