Game_ID	GAME_DATE	Team_ID_x	WL_x	PTS_x	MATCHUP	Team_ID_y	WL_y	PTS_y	ELO_x	ELO_y
21900269	2019-11-29	1610612753	L	83	ORL vs. TOR	1610612761	W	90	1369.0	1516.0
21900270	2019-11-29	1610612739	L	110	CLE vs. MIL	1610612749	W	119	1151.0	1585.0
21900271	2019-11-29	1610612752	L	95	NYK vs. PHI	1610612755	W	101	1105.0	1444.0
21900272	2019-11-29	1610612737	L	104	ATL @ IND	1610612754	W	105	1188.0	1435.0
21900273	2019-11-29	1610612744	L	105	GSW @ MIA	1610612748	W	122	1309.0	1413.0
21900274	2019-11-29	1610612762	W	103	UTA @ MEM	1610612763	L	94	1455.0	1214.0
21900275	2019-11-29	1610612740	L	104	NOP @ OKC	1610612760	W	109	1255.0	1370.0
21900276	2019-11-29	1610612746	L	97	LAC @ SAS	1610612759	W	107	1475.0	1308.0
21900277	2019-11-29	1610612742	W	120	DAL @ PHX	1610612756	L	113	1375.0	1236.0
21900278	2019-11-29	1610612741	L	103	CHI @ POR	1610612757	W	107	1179.0	1412.0
21900279	2019-11-29	1610612747	W	125	LAL vs. WAS	1610612764	L	103	1452.0	1278.0
