Game_ID	GAME_DATE	Team_ID_x	WL_x	PTS_x	MATCHUP	Team_ID_y	WL_y	PTS_y	ELO_x	ELO_y
22000001	2020-12-22	1610612744	L	99	GSW @ BKN	1610612751	W	125	1253.0	1394.0
22000002	2020-12-22	1610612746	W	116	LAC @ LAL	1610612747	L	109	1524.0	1491.0
22000003	2020-12-23	1610612738	W	122	BOS vs. MIL	1610612749	L	121	1519.0	1534.0
22000004	2020-12-23	1610612742	L	102	DAL @ PHX	1610612756	W	106	1437.0	1433.0
22000010	2020-12-23	1610612739	W	121	CLE vs. CHA	1610612766	L	114	1226.0	1289.0
22000011	2020-12-23	1610612752	L	107	NYK @ IND	1610612754	W	121	1249.0	1458.0
22000012	2020-12-23	1610612748	L	107	MIA @ ORL	1610612753	W	113	1436.0	1380.0
22000013	2020-12-23	1610612755	W	113	PHI vs. WAS	1610612764	L	107	1448.0	1271.0
22000014	2020-12-23	1610612740	W	113	NOP @ TOR	1610612761	L	99	1383.0	1556.0
22000015	2020-12-23	1610612737	W	124	ATL @ CHI	1610612741	L	104	1256.0	1246.0
22000017	2020-12-23	1610612759	W	131	SAS @ MEM	1610612763	L	119	1410.0	1416.0
22000018	2020-12-23	1610612750	W	111	MIN vs. DET	1610612765	L	101	1259.0	1245.0
22000019	2020-12-23	1610612743	L	122	DEN vs. SAC	1610612758	W	124	1435.0	1384.0
22000020	2020-12-23	1610612757	L	100	POR vs. UTA	1610612762	W	120	1412.0	1433.0
22000005	2020-12-25	1610612740	L	98	NOP @ MIA	1610612748	W	111	1408.0	1427.0
22000006	2020-12-25	1610612744	L	99	GSW @ MIL	1610612749	W	138	1244.0	1530.0
22000007	2020-12-25	1610612738	L	95	BOS vs. BKN	1610612751	W	123	1523.0	1403.0
22000008	2020-12-25	1610612742	L	115	DAL @ LAL	1610612747	W	138	1431.0	1479.0
22000009	2020-12-25	1610612743	L	108	DEN vs. LAC	1610612746	W	121	1427.0	1536.0
22000021	2020-12-26	1610612737	W	122	ATL @ MEM	1610612763	L	112	1279.0	1398.0
