Game_ID	GAME_DATE	Team_ID_x	WL_x	PTS_x	MATCHUP	Team_ID_y	WL_y	PTS_y	ELO_x	ELO_y
22300061	2023-10-24	1610612743	W	119	DEN vs. LAL	1610612747	L	107	1508.0	1514.0
22300062	2023-10-24	1610612744	L	104	GSW vs. PHX	1610612756	W	108	1532.0	1519.0
22300063	2023-10-25	1610612737	L	110	ATL @ CHA	1610612766	W	116	1465.0	1349.0
22300064	2023-10-25	1610612754	W	143	IND vs. WAS	1610612764	L	120	1354.0	1394.0
22300065	2023-10-25	1610612738	W	108	BOS @ NYK	1610612752	L	104	1609.0	1528.0
22300066	2023-10-25	1610612745	L	86	HOU @ ORL	1610612753	W	116	1296.0	1403.0
22300067	2023-10-25	1610612739	W	114	CLE @ BKN	1610612751	L	113	1543.0	1465.0
22300068	2023-10-25	1610612748	W	103	MIA vs. DET	1610612765	L	102	1484.0	1244.0
22300069	2023-10-25	1610612750	L	94	MIN @ TOR	1610612761	W	97	1487.0	1511.0
22300070	2023-10-25	1610612741	L	104	CHI vs. OKC	1610612760	W	124	1487.0	1462.0
22300071	2023-10-25	1610612740	W	111	NOP @ MEM	1610612763	L	104	1481.0	1536.0
22300072	2023-10-25	1610612758	W	130	SAC @ UTA	1610612762	L	114	1487.0	1384.0
22300073	2023-10-25	1610612742	W	126	DAL @ SAS	1610612759	L	119	1406.0	1289.0
22300074	2023-10-25	1610612746	W	123	LAC vs. POR	1610612757	L	111	1499.0	1295.0
22300075	2023-10-26	1610612749	W	118	MIL vs. PHI	1610612755	L	117	1553.0	1572.0
22300076	2023-10-26	1610612747	W	100	LAL vs. PHX	1610612756	L	95	1503.0	1529.0
22300077	2023-10-27	1610612765	W	111	DET @ CHA	1610612766	L	99	1243.0	1359.0
22300078	2023-10-27	1610612743	W	108	DEN @ MEM	1610612763	L	104	1519.0	1522.0
22300079	2023-10-27	1610612737	L	120	ATL vs. NYK	1610612752	W	126	1455.0	1520.0
22300080	2023-10-27	1610612738	W	119	BOS vs. MIA	1610612748	L	111	1617.0	1485.0
22300081	2023-10-27	1610612739	L	105	CLE vs. OKC	1610612760	W	108	1548.0	1486.0
22300082	2023-10-27	1610612741	W	104	CHI vs. TOR	1610612761	L	103	1463.0	1516.0
22300083	2023-10-27	1610612745	L	122	HOU @ SAS	1610612759	W	126	1284.0	1279.0
22300084	2023-10-27	1610612742	W	125	DAL vs. BKN	1610612751	L	120	1416.0	1460.0
22300085	2023-10-27	1610612746	L	118	LAC @ UTA	1610612762	W	120	1503.0	1368.0
22300086	2023-10-27	1610612753	W	102	ORL @ POR	1610612757	L	97	1415.0	1291.0
22300087	2023-10-27	1610612744	W	122	GSW @ SAC	1610612758	L	114	1522.0	1503.0
22300088	2023-10-28	1610612741	L	102	CHI @ DET	1610612765	W	118	1467.0	1264.0
22300089	2023-10-28	1610612763	L	106	MEM @ WAS	1610612764	W	113	1512.0	1377.0
22300090	2023-10-28	1610612740	W	96	NOP vs. NYK	1610612752	L	87	1495.0	1530.0
22300091	2023-10-28	1610612739	L	113	CLE vs. IND	1610612754	W	125	1538.0	1371.0
22300092	2023-10-28	1610612755	W	114	PHI @ TOR	1610612761	L	107	1568.0	1512.0
22300093	2023-10-28	1610612748	L	90	MIA @ MIN	1610612750	W	106	1480.0	1482.0
22300094	2023-10-28	1610612756	W	126	PHX vs. UTA	1610612762	L	104	1522.0	1375.0
22300095	2023-10-29	1610612743	W	128	DEN @ OKC	1610612760	L	95	1529.0	1496.0
22300096	2023-10-29	1610612744	W	106	GSW @ HOU	1610612745	L	95	1535.0	1278.0
22300097	2023-10-29	1610612737	W	127	ATL @ MIL	1610612749	L	110	1445.0	1557.0
22300098	2023-10-29	1610612755	W	126	PHI vs. POR	1610612757	L	98	1579.0	1283.0
22300099	2023-10-29	1610612746	W	123	LAC vs. SAS	1610612759	L	83	1496.0	1285.0
22300100	2023-10-29	1610612747	L	127	LAL @ SAC	1610612758	W	132	1510.0	1490.0
22300101	2023-10-30	1610612751	W	133	BKN @ CHA	1610612766	L	121	1452.0	1338.0
22300102	2023-10-30	1610612741	W	112	CHI @ IND	1610612754	L	105	1445.0	1394.0
22300103	2023-10-30	1610612738	W	126	BOS @ WAS	1610612764	L	107	1622.0	1389.0
22300104	2023-10-30	1610612737	W	127	ATL vs. MIN	1610612750	L	113	1471.0	1494.0
22300105	2023-10-30	1610612757	W	99	POR @ TOR	1610612761	L	91	1278.0	1501.0
22300106	2023-10-30	1610612742	W	125	DAL @ MEM	1610612763	L	110	1424.0	1500.0
22300107	2023-10-30	1610612748	L	114	MIA @ MIL	1610612749	W	122	1468.0	1531.0
22300108	2023-10-30	1610612740	L	102	NOP vs. GSW	1610612744	W	130	1505.0	1542.0
22300109	2023-10-30	1610612760	W	124	OKC vs. DET	1610612765	L	112	1467.0	1286.0
22300110	2023-10-30	1610612743	W	110	DEN vs. UTA	1610612762	L	102	1558.0	1367.0
22300111	2023-10-30	1610612747	W	106	LAL vs. ORL	1610612753	L	103	1503.0	1423.0
22300112	2023-10-31	1610612739	L	91	CLE vs. NYK	1610612752	W	109	1515.0	1520.0
22300113	2023-10-31	1610612756	L	114	PHX vs. SAS	1610612759	W	115	1530.0	1276.0
22300114	2023-10-31	1610612746	W	118	LAC vs. ORL	1610612753	L	102	1505.0	1419.0
22300115	2023-11-01	1610612757	W	110	POR @ DET	1610612765	L	101	1297.0	1281.0
22300116	2023-11-01	1610612749	L	111	MIL @ TOR	1610612761	W	130	1538.0	1482.0
22300117	2023-11-01	1610612737	W	130	ATL vs. WAS	1610612764	L	121	1483.0	1378.0
22300118	2023-11-01	1610612738	W	155	BOS vs. IND	1610612754	L	104	1633.0	1382.0
22300119	2023-11-01	1610612748	L	105	MIA vs. BKN	1610612751	W	109	1461.0	1465.0
22300120	2023-11-01	1610612739	W	95	CLE @ NYK	1610612752	L	89	1493.0	1542.0
22300121	2023-11-01	1610612740	W	110	NOP @ OKC	1610612760	L	106	1479.0	1472.0
22300122	2023-11-01	1610612745	W	128	HOU vs. CHA	1610612766	L	119	1271.0	1325.0
22300123	2023-11-01	1610612743	L	89	DEN @ MIN	1610612750	W	110	1562.0	1482.0
22300124	2023-11-01	1610612741	L	105	CHI @ DAL	1610612742	W	114	1457.0	1447.0
22300125	2023-11-01	1610612762	W	133	UTA vs. MEM	1610612763	L	109	1363.0	1477.0
22300126	2023-11-01	1610612744	W	102	GSW vs. SAC	1610612758	L	101	1568.0	1497.0
22300127	2023-11-01	1610612746	L	125	LAC @ LAL	1610612747	W	130	1514.0	1507.0
22300128	2023-11-02	1610612755	W	114	PHI vs. TOR	1610612761	L	99	1584.0	1499.0
22300129	2023-11-02	1610612740	W	125	NOP vs. DET	1610612765	L	116	1489.0	1267.0
22300130	2023-11-02	1610612753	W	115	ORL @ UTA	1610612762	L	113	1410.0	1385.0
22300131	2023-11-02	1610612756	L	121	PHX vs. SAS	1610612759	W	132	1522.0	1284.0
22300001	2023-11-03	1610612739	L	116	CLE @ IND	1610612754	W	121	1506.0	1374.0
22300002	2023-11-03	1610612749	W	110	MIL vs. NYK	1610612752	L	105	1521.0	1529.0
22300003	2023-11-03	1610612748	W	121	MIA vs. WAS	1610612764	L	114	1451.0	1372.0
22300004	2023-11-03	1610612741	L	107	CHI vs. BKN	1610612751	W	109	1448.0	1475.0
22300005	2023-11-03	1610612744	W	141	GSW @ OKC	1610612760	L	139	1571.0	1462.0
22300006	2023-11-03	1610612742	L	114	DAL @ DEN	1610612743	W	125	1456.0	1543.0
22300007	2023-11-03	1610612757	W	115	POR vs. MEM	1610612763	L	113	1311.0	1455.0
22300132	2023-11-04	1610612755	W	112	PHI vs. PHX	1610612756	L	100	1593.0	1499.0
22300133	2023-11-04	1610612754	L	124	IND vs. CHA	1610612766	W	125	1384.0	1314.0
22300134	2023-11-04	1610612747	L	101	LAL @ ORL	1610612753	W	120	1514.0	1417.0
22300135	2023-11-04	1610612737	W	123	ATL @ NOP	1610612740	L	105	1489.0	1492.0
22300136	2023-11-04	1610612738	W	124	BOS @ BKN	1610612751	L	114	1641.0	1482.0
22300137	2023-11-04	1610612745	W	107	HOU vs. SAC	1610612758	L	89	1282.0	1494.0
22300138	2023-11-04	1610612750	W	123	MIN vs. UTA	1610612762	L	95	1501.0	1378.0
22300139	2023-11-04	1610612741	L	101	CHI @ DEN	1610612743	W	123	1441.0	1550.0
22300140	2023-11-05	1610612756	W	120	PHX @ DET	1610612765	L	106	1492.0	1264.0
22300141	2023-11-05	1610612759	L	116	SAS vs. TOR	1610612761	W	123	1307.0	1490.0
22300142	2023-11-05	1610612739	W	115	CLE vs. GSW	1610612744	L	104	1496.0	1576.0
22300143	2023-11-05	1610612742	W	124	DAL vs. CHA	1610612766	L	118	1449.0	1320.0
22300144	2023-11-05	1610612757	L	100	POR vs. MEM	1610612763	W	112	1318.0	1448.0
22300145	2023-11-06	1610612744	W	120	GSW @ DET	1610612765	L	109	1563.0	1255.0
22300146	2023-11-06	1610612754	W	152	IND vs. SAS	1610612759	L	111	1378.0	1299.0
22300147	2023-11-06	1610612742	W	117	DAL @ ORL	1610612753	L	102	1453.0	1436.0
22300148	2023-11-06	1610612755	W	146	PHI vs. WAS	1610612764	L	128	1600.0	1366.0
22300149	2023-11-06	1610612749	W	129	MIL @ BKN	1610612751	L	125	1528.0	1472.0
22300150	2023-11-06	1610612747	L	107	LAL @ MIA	1610612748	W	108	1495.0	1457.0
22300151	2023-11-06	1610612746	L	97	LAC @ NYK	1610612752	W	111	1507.0	1522.0
22300152	2023-11-06	1610612741	W	130	CHI vs. UTA	1610612762	L	113	1431.0	1368.0
22300153	2023-11-06	1610612745	W	122	HOU vs. SAC	1610612758	L	97	1306.0	1470.0
22300154	2023-11-06	1610612738	L	109	BOS @ MIN	1610612750	W	114	1651.0	1511.0
22300155	2023-11-06	1610612737	L	117	ATL @ OKC	1610612760	W	126	1511.0	1457.0
22300156	2023-11-06	1610612740	L	116	NOP @ DEN	1610612743	W	134	1470.0	1560.0
22300157	2023-11-08	1610612764	W	132	WAS @ CHA	1610612766	L	116	1361.0	1316.0
22300158	2023-11-08	1610612754	W	134	IND vs. UTA	1610612762	L	118	1394.0	1358.0
22300159	2023-11-08	1610612738	L	103	BOS @ PHI	1610612755	W	106	1641.0	1605.0
22300160	2023-11-08	1610612746	L	93	LAC @ BKN	1610612751	W	100	1496.0	1463.0
22300161	2023-11-08	1610612752	W	126	NYK vs. SAS	1610612759	L	105	1533.0	1283.0
22300162	2023-11-08	1610612741	L	115	CHI vs. PHX	1610612756	W	116	1441.0	1501.0
22300163	2023-11-08	1610612745	W	128	HOU vs. LAL	1610612747	L	94	1332.0	1491.0
22300164	2023-11-08	1610612748	W	108	MIA @ MEM	1610612763	L	102	1461.0	1460.0
22300165	2023-11-08	1610612749	W	120	MIL vs. DET	1610612765	L	118	1537.0	1249.0
22300166	2023-11-08	1610612740	L	101	NOP @ MIN	1610612750	W	122	1461.0	1521.0
22300167	2023-11-08	1610612739	L	120	CLE @ OKC	1610612760	W	128	1509.0	1468.0
22300168	2023-11-08	1610612742	L	116	DAL vs. TOR	1610612761	W	127	1472.0	1498.0
22300169	2023-11-08	1610612743	W	108	DEN vs. GSW	1610612744	L	105	1569.0	1569.0
22300170	2023-11-08	1610612757	L	118	POR @ SAC	1610612758	W	121	1306.0	1444.0
22300171	2023-11-09	1610612749	L	124	MIL @ IND	1610612754	W	126	1538.0	1405.0
22300172	2023-11-09	1610612737	W	120	ATL @ ORL	1610612753	L	119	1500.0	1417.0
22300008	2023-11-10	1610612755	W	114	PHI @ DET	1610612765	L	106	1611.0	1248.0
22300009	2023-11-10	1610612764	L	117	WAS vs. CHA	1610612766	W	124	1379.0	1298.0
22300010	2023-11-10	1610612738	W	121	BOS vs. BKN	1610612751	L	107	1635.0	1472.0
22300011	2023-11-10	1610612740	L	101	NOP @ HOU	1610612745	W	104	1449.0	1363.0
22300012	2023-11-10	1610612762	W	127	UTA @ MEM	1610612763	L	121	1347.0	1448.0
22300013	2023-11-10	1610612750	W	117	MIN @ SAS	1610612759	L	110	1533.0	1278.0
22300014	2023-11-10	1610612742	W	144	DAL vs. LAC	1610612746	L	126	1456.0	1487.0
22300015	2023-11-10	1610612747	W	122	LAL @ PHX	1610612756	L	119	1460.0	1506.0
